factor,Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
DR 1-,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),1.327669072937401e-10,1.1630381078931634e-07,0,0,11.873015873015873,270.021186099995,POSTN;COL15A1;LUM;MMP1;MMP2;COL11A1;DPT;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;CTSK;COL5A2
DR 1-,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),8.855354901615274e-10,2.58576363127166e-07,0,0,14.793103448275861,308.3597055495855,POSTN;COL15A1;MMP1;MMP2;COL11A1;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;COL5A2
DR 1-,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),8.855354901615274e-10,2.58576363127166e-07,0,0,14.793103448275861,308.3597055495855,POSTN;COL15A1;MMP1;MMP2;COL11A1;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;COL5A2
DR 1-,GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),4.323956934647214e-09,9.469465686877399e-07,0,0,54.98550724637681,1058.9711020082414,COL1A1;COL3A1;COL1A2;COL5A1;LUM;COL11A1;COL5A2;DPT
DR 1-,GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),9.379888668134776e-05,0.016433564946572124,0,0,3.9069767441860463,36.23469934751957,PDGFRB;TNXB;THY1;IGF1;LDB2;SULF1;COL1A1;CLDN5;CDH5;FGF7;SFRP2;CXCL12;PDPN;PECAM1
DR 1-,GO_Biological_Process_2023,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.00014482304599736508,0.016485162167857007,0,0,7.8697729988052565,69.56877704447882,COL1A1;SFRP4;SFRP2;IGFBP4;GPC3;IGFBP6;DKK3
DR 1-,GO_Biological_Process_2023,Apical Junction Assembly (GO:0043297),0.00016936810446428435,0.016485162167857007,0,0,14.233082706766917,123.59206388861277,CDH5;CLDN5;RAMP2;PECAM1;ESAM
DR 1-,GO_Biological_Process_2023,Bicellular Tight Junction Assembly (GO:0070830),0.00016936810446428435,0.016485162167857007,0,0,14.233082706766917,123.59206388861277,CDH5;CLDN5;RAMP2;PECAM1;ESAM
DR 1-,GO_Biological_Process_2023,Tight Junction Assembly (GO:0120192),0.00016936810446428435,0.016485162167857007,0,0,14.233082706766917,123.59206388861277,CDH5;CLDN5;RAMP2;PECAM1;ESAM
DR 1-,GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.00021477368960561024,0.01710379564495587,0,0,9.265139116202946,78.25267648946107,CDH5;CLDN5;CLEC3B;COL3A1;COL1A2;WNT2
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),0.00021477368960561024,0.01710379564495587,0,0,9.265139116202946,78.25267648946107,CLDN5;SPARC;SERPINF1;THBS2;SULF1;DCN
DR 1-,GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),0.00023613429720289775,0.017237803695811536,0,0,4.686868686868687,39.14055529802156,COL1A1;COL3A1;COL1A2;TNXB;COL5A1;LUM;COL11A1;TPM2;COL5A2;DPT
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.0002643629965231669,0.017334308462600912,0,0,12.447368421052632,102.5437538440271,COL1A1;SFRP4;SFRP2;GPC3;SULF1
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Glycoprotein Biosynthetic Process (GO:0010560),0.0003530788440695878,0.017334308462600912,0,0,19.75,156.9891786404046,IL33;CCL21;IGF1;CCL19
DR 1-,GO_Biological_Process_2023,Eye Morphogenesis (GO:0048592),0.0003530788440695878,0.017334308462600912,0,0,19.75,156.9891786404046,MFAP5;COL5A1;COL5A2;FBN1
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Locomotion (GO:0040017),0.0003530788440695878,0.017334308462600912,0,0,19.75,156.9891786404046,PDGFRB;CCL21;RARRES2;CCL19
DR 1-,GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),0.0003530788440695878,0.017334308462600912,0,0,19.75,156.9891786404046,CDH5;CLDN5;PECAM1;ESAM
DR 1-,GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),0.0003756051047668867,0.017334308462600912,0,0,4.380614657210402,34.54978610687602,CLDN5;CDH5;RAMP2;SPARC;SFRP2;SERPINF1;THBS2;SULF1;CD34;DCN
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),0.0003957604671826692,0.017334308462600912,0,0,8.02127659574468,62.844307059300036,CLDN5;SPARC;SERPINF1;THBS2;SULF1;DCN
DR 1-,GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),0.0003957604671826692,0.017334308462600912,0,0,8.02127659574468,62.844307059300036,FGF7;TNXB;CCL21;FBLN1;CCL19;LDB2
DR 1-,GO_Biological_Process_2023,Regulation Of Glycoprotein Biosynthetic Process (GO:0010559),0.00046811653426905627,0.019527146858080633,0,0,58.7319587628866,450.2857872458315,CCL21;CCL19;IGF1
DR 1-,GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),0.0006112157595893195,0.024337500245465632,0,0,15.791666666666666,116.85928929412923,PDGFRB;CCL21;RARRES2;CCL19
DR 1-,GO_Biological_Process_2023,Skin Development (GO:0043588),0.0007953202530924244,0.03029132790038973,0,0,9.038277511961722,64.50406884720583,COL1A1;COL3A1;COL1A2;COL5A1;COL5A2
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.0009797523443270978,0.03406598115083893,0,0,13.152777777777779,91.12521610440056,COL1A1;SFRP4;SFRP2;GPC3
DR 1-,GO_Biological_Process_2023,Skeletal System Development (GO:0001501),0.001096748066407853,0.03406598115083893,0,0,6.319148936170213,43.06756419019197,COL1A1;COL1A2;OGN;IGF1;SULF1;FBN1
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),0.0011041344019193427,0.03406598115083893,0,0,4.076923076923077,27.75852005203141,COL1A1;PDGFRB;CDH5;CXCL12;CCL21;PDPN;PECAM1;IGF1;CCL19
DR 1-,GO_Biological_Process_2023,Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287),0.0011277550837606493,0.03406598115083893,0,0,29.350515463917525,199.217394861114,SFRP4;TMEM204;SULF1
DR 1-,GO_Biological_Process_2023,Eye Development (GO:0001654),0.0011277550837606493,0.03406598115083893,0,0,29.350515463917525,199.217394861114,COL5A1;COL5A2;FBN1
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669),0.0011277550837606493,0.03406598115083893,0,0,29.350515463917525,199.217394861114,CXCL12;CCL21;CCL19
DR 2+,GO_Biological_Process_2023,T Cell Activation (GO:0042110),5.481648516839426e-10,6.051739962590727e-07,0,0,15.62324393358876,333.1570067642204,CD86;RHOH;PTPN22;CD3E;CD3D;CD2;PTPRC;CD8B;CD8A;TRBC2;CD7;TRBC1;CD247
DR 2+,GO_Biological_Process_2023,T Cell Receptor Signaling Pathway (GO:0050852),4.156982477693836e-08,2.2946543276869977e-05,0,0,16.128205128205128,274.11322120409943,PTPRC;CD8B;CD8A;TRBC2;TRBC1;PTPN22;LCP2;CD247;CD3E;CD3D
DR 2+,GO_Biological_Process_2023,Alpha-Beta T Cell Activation (GO:0046631),3.4833897312297345e-07,0.00012818874210925423,0,0,60.57446808510638,900.7477782296368,TRBC2;TRBC1;NKG7;CD247;CD3E;CD3D
DR 2+,GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),8.148190206484043e-07,0.0002248900496989596,0,0,8.90838375108038,124.89821100304715,PTPRC;CD8B;CD8A;TRBC2;TRBC1;MNDA;LCP2;PTPN22;CD247;CD3E;CD3D
DR 2+,GO_Biological_Process_2023,Positive Regulation Of MAPK Cascade (GO:0043410),1.2025518118432617e-06,0.0002655234400549922,0,0,6.149501661129568,83.82425531769512,CCL3L1;LAPTM5;TREM2;PTPN22;DOK2;PTPRC;IL1B;GPR183;CCL4;XCL2;CCL3;XCL1;APOE;CCL18
DR 2+,GO_Biological_Process_2023,Inflammatory Response (GO:0006954),3.439171972952639e-06,0.0006328076430232855,0,0,5.1456582633053225,64.7338208160861,CD96;CCL3L1;ITGB2;CXCR4;FPR3;AIF1;IL1B;CCL4;XCL2;CCL3;OLR1;XCL1;CCL18;FCGR2B;FOLR2
DR 2+,GO_Biological_Process_2023,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),5.494889723712018e-06,0.0008666226078540098,0,0,49.94736842105263,604.94714446369,CD2;FCGR3A;GZMB;NKG7;CORO1A
DR 2+,GO_Biological_Process_2023,T Cell Differentiation (GO:0030217),9.74985806633938e-06,0.001239034923567142,0,0,20.148936170212767,232.4836205393612,SPI1;FCER1G;PTPRC;CD8A;RHOH;PTPN22
DR 2+,GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),1.0900835300177865e-05,0.001239034923567142,0,0,6.399500624219725,73.12498908436179,PTPRC;CCL3L1;GPR183;CCL4;XCL2;CCL3;XCL1;TREM2;PTPN22;APOE;CCL18
DR 2+,GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),1.1223142423615416e-05,0.001239034923567142,0,0,5.75206611570248,65.55936120726577,PTPRC;CCL3L1;IL1B;GPR183;CCL4;XCL2;CCL3;XCL1;TREM2;PTPN22;APOE;CCL18
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),1.7377372409106614e-05,0.0017440562854230638,0,0,17.26139817629179,189.19082109789363,CD86;TYROBP;LST1;MNDA;FCGR2B;LILRB4
DR 2+,GO_Biological_Process_2023,Natural Killer Cell Activation (GO:0030101),2.836112005424511e-05,0.0022381746805112575,0,0,79.125,828.4776290914322,CD2;FCGR3A;PTPRC;IL2RB
DR 2+,GO_Biological_Process_2023,Eosinophil Chemotaxis (GO:0048245),2.9185779662643087e-05,0.0022381746805112575,0,0,15.095744680851064,157.6271840592717,CCL3L1;CCL4;CCL3;XCL2;XCL1;CCL18
DR 2+,GO_Biological_Process_2023,Eosinophil Migration (GO:0072677),2.9185779662643087e-05,0.0022381746805112575,0,0,15.095744680851064,157.6271840592717,CCL3L1;CCL4;CCL3;XCL2;XCL1;CCL18
DR 2+,GO_Biological_Process_2023,Negative Regulation Of B Cell Activation (GO:0050869),3.0409982072163825e-05,0.0022381746805112575,0,0,24.94736842105263,259.4710837955379,TYROBP;LAPTM5;MNDA;FCGR2B;SAMSN1
DR 2+,GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),3.387083213782845e-05,0.002337087417510163,0,0,4.662575491915059,47.9916858902991,CCL3L1;CXCR4;AIF1;LILRB4;IL1B;CCL4;IL2RB;XCL2;CCL3;XCL1;MNDA;CCL18;IL7R
DR 2+,GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),3.995592523382206e-05,0.0024031317918104833,0,0,4.94385026737968,50.069998369949104,FCER1G;SPI1;CCL3L1;IL1B;CCL4;IL2RB;XCL2;CCL3;XCL1;CCL18;IL7R;LILRB4
DR 2+,GO_Biological_Process_2023,Lymphocyte Chemotaxis (GO:0048247),4.135824641702824e-05,0.0024031317918104833,0,0,10.13978494623656,102.34327009980332,CCL3L1;GPR183;CCL4;CCL3;XCL2;XCL1;CCL18
DR 2+,GO_Biological_Process_2023,Monocyte Chemotaxis (GO:0002548),4.135824641702824e-05,0.0024031317918104833,0,0,10.13978494623656,102.34327009980332,CCL3L1;CCL4;CCL3;XCL2;XCL1;CCL18;FOLR2
DR 2+,GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),4.668507662899191e-05,0.0025770162299203533,0,0,13.411347517730496,133.73911085789635,FCER1G;PTPRC;IL1B;IL2RB;TREM2;FCGR2B
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Activation (GO:0051250),5.841428530078328e-05,0.003070922427241178,0,0,19.94736842105263,194.44595172999095,LST1;LAPTM5;PTPN22;FCGR2B;SAMSN1
DR 2+,GO_Biological_Process_2023,Fc-gamma Receptor Signaling Pathway (GO:0038094),8.181450708587026e-05,0.004105600719218216,0,0,39.541666666666664,372.12883861533135,FCGR3A;FCER1G;CD247;FCGR2B
DR 2+,GO_Biological_Process_2023,Microglial Cell Activation (GO:0001774),0.00010286019114288906,0.004891653877123261,0,0,16.614035087719298,152.55239380337426,C1QA;TYROBP;ITGB2;TREM2;AIF1
DR 2+,GO_Biological_Process_2023,Regulation Of Interleukin-2 Production (GO:0032663),0.00010634030167659263,0.004891653877123261,0,0,10.961315280464216,100.28360701932651,CD86;PTPRC;IL1B;LAPTM5;XCL1;LILRB4
