factor,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
DR 23-,GO:BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.01075033658949216,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15771591]",6,6,4,1865,0.6666666666666666,0.6666666666666666,query_1,"['GO:0002474', 'GO:0002483']"
DR 23-,GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,0.015589231732997364,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",8,6,4,1865,0.6666666666666666,0.5,query_1,"['GO:0019883', 'GO:0048002']"
DR 23-,GO:BP,GO:0019883,antigen processing and presentation of endogenous antigen,0.04588204860646993,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",10,6,4,1865,0.6666666666666666,0.4,query_1,['GO:0019882']
DR 24+,GO:BP,GO:0051231,spindle elongation,0.0017732258002276348,True,"""The cell cycle process in which the distance is lengthened between poles of the spindle."" [GOC:ai]",8,86,8,1865,0.09302325581395349,1.0,query_1,"['GO:0007017', 'GO:0007051', 'GO:0022402', 'GO:0098813']"
DR 24+,GO:BP,GO:0051256,mitotic spindle midzone assembly,0.004948150417872905,True,"""The cell cycle process in which the aggregation, arrangement and bonding together of a set of components forms the spindle midzone."" [GOC:mtg_cell_cycle, GOC:vw, PMID:24239120]",7,86,7,1865,0.08139534883720931,1.0,query_1,"['GO:0000022', 'GO:0051255', 'GO:0090307', 'GO:1903047']"
DR 24+,GO:BP,GO:0000022,mitotic spindle elongation,0.011433999411711877,True,"""The cell cycle process in which the distance is lengthened between poles of the mitotic spindle. Mitotic spindle elongation begins during mitotic prophase and ends during mitotic anaphase B."" [GOC:mtg_cell_cycle, GOC:vw, PMID:19686686]",7,86,7,1865,0.08139534883720931,1.0,query_1,"['GO:0000070', 'GO:0007052', 'GO:0051231', 'GO:1903047']"
DR 24+,GO:BP,GO:0051255,spindle midzone assembly,0.04593210948314293,True,"""The cell cycle process in which aggregation, arrangement and bonding together of a set of components to form the spindle midzone. The spindle midzone is the area in the center of the spindle where the spindle microtubules from opposite poles overlap."" [GOC:ai, PMID:15296749]",8,86,7,1865,0.08139534883720931,0.875,query_1,"['GO:0007017', 'GO:0022402', 'GO:0022607', 'GO:0051225']"
DR 30+,GO:BP,GO:0090131,mesenchyme migration,0.009241942228189895,True,"""The process in which the population of cells that make up a mesenchyme undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]",3,6,3,1865,0.5,1.0,query_1,"['GO:0072132', 'GO:0090130']"
DR 34+,GO:BP,GO:0045071,negative regulation of viral genome replication,4.039223883111982e-09,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of viral genome replication."" [GOC:go_curators]",24,30,13,1865,0.43333333333333335,0.5416666666666666,query_1,"['GO:0019079', 'GO:0045069', 'GO:0048525']"
DR 34+,GO:BP,GO:0048525,negative regulation of viral process,1.5726290556511086e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",28,38,15,1865,0.39473684210526316,0.5357142857142857,query_1,"['GO:0016032', 'GO:0048519', 'GO:0050792']"
