# convergence | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_epi_64 | 04_3 - 04_7 signature interpretation
# CAVEAT: Cell type labels come from CellTypist (Cells_Adult_Breast.pkl, Kumar et al.
# CAVEAT: 2023), a NORMAL adult breast atlas with no malignant class: TNBC cells are assigned to the nearest normal state.
# CAVEAT: This subset therefore mixes normal and malignant epithelium and no CNV inference has been run.
# CAVEAT: Every state reported here is an EPITHELIAL state, not a tumour cell state.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 45+,DR 45,+,EMT_B_MESENCHYMAL,0.0669,EMT_SCORE_A,0.3126,0.3533475359264519,-0.57151365,EMT_B_MESENCHYMAL,0.981,0.10447202192208001,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 45-,DR 45,-,EMT_A_EPITHELIAL,0.3971,EMT_A_EPITHELIAL,0.3971,0.646652464073548,0.57151365,EMT_B_EPITHELIAL,2.6484,0.002246984103640156,True,True,False,True,epithelial,epithelial,convergent,False,depth
DR 46+,DR 46,+,EMT_B_HYBRID,0.0598,EMT_SCORE_B,0.0715,0.4711399672757456,-0.110242985,EMT_B_HYBRID,0.9329,0.11670783158379261,False,False,False,False,hybrid,hybrid,neither,False,none
DR 46-,DR 46,-,EMT_B_EPITHELIAL,0.0827,EMT_B_EPITHELIAL,0.0827,0.5288600327242544,0.110242985,EMT_C_EPITHELIAL,0.0765,0.8384940786218072,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 47+,DR 47,+,EMT_A_HYBRID,0.0153,EMT_SCORE_A,0.031,0.4987644066626358,0.011057029,EMT_C_MESENCHYMAL,0.2026,0.6271912632309239,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 47-,DR 47,-,EMT_A_EPITHELIAL,0.0279,EMT_A_EPITHELIAL,0.0279,0.5012355933373642,-0.011057029,EMT_C_EPITHELIAL,1.0761,0.08392667159662336,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 48+,DR 48,+,EMT_A_MESENCHYMAL,-0.0008,EMT_SCORE_A,0.0369,0.4703950936418284,-0.15776354,EMT_C_MESENCHYMAL,0.0363,0.9198139672696255,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 48-,DR 48,-,EMT_A_HYBRID,0.0556,EMT_A_HYBRID,0.0556,0.5296049063581716,0.15776354,EMT_C_HYBRID,1.2545,0.05565446342582579,False,False,False,False,hybrid,hybrid,neither,False,none
DR 49+,DR 49,+,EMT_B_EPITHELIAL,0.1713,EMT_B_EPITHELIAL,0.1713,0.5320166434688829,0.13550472,EMT_B_EPITHELIAL,1.6314,0.023366840816727314,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 49-,DR 49,-,EMT_B_MESENCHYMAL,0.0877,EMT_SCORE_B,0.1771,0.4679833565311171,-0.13550472,EMT_A_MESENCHYMAL,0.4942,0.32047931228494014,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 50+,DR 50,+,EMT_B_EPITHELIAL,0.0596,EMT_B_EPITHELIAL,0.0596,0.4999512276542535,-0.015191919,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 50-,DR 50,-,EMT_A_HYBRID,0.0648,EMT_A_HYBRID,0.0648,0.5000487723457465,0.015191919,EMT_C_HYBRID,1.917,0.012105981335504822,False,True,False,False,hybrid,hybrid,factor_only_candidate_patient_or_technical,False,none
DR 51+,DR 51,+,EMT_B_HYBRID,-0.0075,EMT_SCORE_B,0.0864,0.4359894806600173,-0.16479315,EMT_A_EPITHELIAL,0.0,1.0,False,False,False,False,hybrid,epithelial,neither,False,none
DR 51-,DR 51,-,EMT_B_EPITHELIAL,0.1385,EMT_B_EPITHELIAL,0.1385,0.5640105193399827,0.16479315,EMT_C_EPITHELIAL,0.4676,0.3407218616593573,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 52+,DR 52,+,EMT_A_MESENCHYMAL,0.0392,EMT_SCORE_A,0.1087,0.4753181709950914,-0.08848564,EMT_C_EPITHELIAL,1.0761,0.08392667159662336,False,False,False,False,mesenchymal,epithelial,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,EMT_B_EPITHELIAL,0.1177,EMT_B_EPITHELIAL,0.1177,0.5246818290049087,0.08848564,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 53+,DR 53,+,EMT_B_EPITHELIAL,0.215,EMT_B_EPITHELIAL,0.215,0.5269280240628881,0.09547952,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,True,False,False,False,epithelial,epithelial,cell_only_state_not_on_one_axis,True,depth
DR 53-,DR 53,-,EMT_A_MESENCHYMAL,0.1504,EMT_SCORE_A,0.2385,0.4730719759371119,-0.09547952,EMT_C_MESENCHYMAL,0.2026,0.6271912632309239,False,False,False,False,mesenchymal,mesenchymal,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 54+,DR 54,+,EMT_B_EPITHELIAL,0.1607,EMT_B_EPITHELIAL,0.1607,0.525151527666019,0.094313264,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 54-,DR 54,-,EMT_A_MESENCHYMAL,0.077,EMT_SCORE_A,0.1508,0.474848472333981,-0.094313264,EMT_B_HYBRID,-0.0,1.0,False,False,False,False,mesenchymal,hybrid,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 55+,DR 55,+,EMT_C_HYBRID,0.0328,EMT_SCORE_A,0.1019,0.4468632272860142,-0.21277536,EMT_C_EPITHELIAL,0.4676,0.3407218616593573,False,False,False,False,hybrid,epithelial,neither,True,none
DR 55-,DR 55,-,EMT_B_EPITHELIAL,0.1254,EMT_B_EPITHELIAL,0.1254,0.5531367727139858,0.21277536,EMT_A_EPITHELIAL,0.0,1.0,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 56+,DR 56,+,EMT_A_MESENCHYMAL,0.1114,EMT_A_MESENCHYMAL,0.1114,0.56639002906122,0.22667462,EMT_A_MESENCHYMAL,0.1789,0.6623690022431074,False,False,False,False,mesenchymal,mesenchymal,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,EMT_B_HYBRID,0.0213,EMT_B_HYBRID,0.0213,0.43360997093877995,-0.22667462,EMT_B_EPITHELIAL,1.6314,0.023366840816727314,False,True,False,False,hybrid,epithelial,factor_only_candidate_patient_or_technical,True,depth
DR 57+,DR 57,+,EMT_B_EPITHELIAL,0.1365,EMT_B_EPITHELIAL,0.1365,0.5872071997661509,0.29565403,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 57-,DR 57,-,EMT_A_MESENCHYMAL,0.0112,EMT_SCORE_A,0.0961,0.4127928002338491,-0.29565403,EMT_C_HYBRID,0.3947,0.40299531750197726,False,False,False,False,mesenchymal,hybrid,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 58+,DR 58,+,EMT_A_EPITHELIAL,0.0405,EMT_A_EPITHELIAL,0.0405,0.4884818776589532,-0.035984322,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 58-,DR 58,-,EMT_B_HYBRID,0.0936,EMT_B_HYBRID,0.0936,0.5115181223410468,0.035984322,EMT_A_MESENCHYMAL,0.981,0.10447202192208001,False,False,False,False,hybrid,mesenchymal,neither,True,none
DR 59+,DR 59,+,EMT_C_EPITHELIAL,0.1065,EMT_C_EPITHELIAL,0.1065,0.5745122754670692,0.26414567,EMT_C_MESENCHYMAL,0.0363,0.9198139672696255,False,False,False,False,epithelial,mesenchymal,neither,True,none
DR 59-,DR 59,-,EMT_C_MESENCHYMAL,0.0415,EMT_SCORE_C,0.0986,0.4254877245329308,-0.26414567,EMT_B_EPITHELIAL,1.6314,0.023366840816727314,False,True,False,False,mesenchymal,epithelial,factor_only_candidate_patient_or_technical,True,depth
DR 60+,DR 60,+,EMT_A_HYBRID,0.0391,EMT_A_HYBRID,0.0391,0.499708301580224,0.006328571,EMT_A_EPITHELIAL,0.2474,0.5657180034775734,False,False,False,False,hybrid,epithelial,neither,True,none
DR 60-,DR 60,-,EMT_B_MESENCHYMAL,0.0247,EMT_B_MESENCHYMAL,0.0247,0.500291698419776,-0.006328571,EMT_C_EPITHELIAL,1.0761,0.08392667159662336,False,False,False,False,mesenchymal,epithelial,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 61+,DR 61,+,EMT_B_EPITHELIAL,0.078,EMT_B_EPITHELIAL,0.078,0.5362716977787988,0.138582,EMT_C_HYBRID,0.1031,0.7886784967745006,False,False,False,False,epithelial,hybrid,neither,True,depth
DR 61-,DR 61,-,EMT_B_HYBRID,0.0803,EMT_SCORE_C,0.0818,0.4637283022212012,-0.138582,EMT_C_EPITHELIAL,1.0761,0.08392667159662336,False,False,False,False,hybrid,epithelial,neither,True,none
DR 62+,DR 62,+,EMT_B_EPITHELIAL,0.1675,EMT_B_EPITHELIAL,0.1675,0.5489211406555734,0.17925684,EMT_B_EPITHELIAL,0.9329,0.11670783158379261,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 62-,DR 62,-,EMT_A_MESENCHYMAL,0.0472,EMT_SCORE_A,0.1513,0.4510788593444266,-0.17925684,EMT_B_HYBRID,0.0,1.0,False,False,False,False,mesenchymal,hybrid,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 63+,DR 63,+,EMT_A_MESENCHYMAL,0.0578,EMT_SCORE_A,0.1138,0.46336557793025,-0.08507134,EMT_B_MESENCHYMAL,0.0551,0.8808460273622596,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 63-,DR 63,-,EMT_B_EPITHELIAL,0.129,EMT_B_EPITHELIAL,0.129,0.53663442206975,0.08507134,EMT_B_EPITHELIAL,0.9329,0.11670783158379261,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 64+,DR 64,+,EMT_A_MESENCHYMAL,0.0439,EMT_SCORE_A,0.1492,0.4254438520065277,-0.2708327,EMT_A_EPITHELIAL,1.0492,0.08928941960649826,False,False,False,False,mesenchymal,epithelial,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 64-,DR 64,-,EMT_B_EPITHELIAL,0.1894,EMT_B_EPITHELIAL,0.1894,0.5745561479934723,0.2708327,EMT_C_EPITHELIAL,1.0761,0.08392667159662336,False,False,False,False,epithelial,epithelial,neither,True,depth
