factor,Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
DR 1-,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),1.026257092567386e-12,8.95922441811328e-10,0,0,12.87363834422658,355.37811019872476,POSTN;COL15A1;LUM;COL14A1;MMP2;COL11A1;COL12A1;DPT;COL1A1;MMP11;SMOC2;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;CTSK;COL5A2;COL10A1
DR 1-,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),9.057372768161585e-12,2.6356954755350214e-09,0,0,17.470588235294116,444.2323693971506,POSTN;COL15A1;COL14A1;MMP2;COL11A1;COL1A1;MMP11;SMOC2;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;COL5A2;COL10A1
DR 1-,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),9.057372768161585e-12,2.6356954755350214e-09,0,0,17.470588235294116,444.2323693971506,POSTN;COL15A1;COL14A1;MMP2;COL11A1;COL1A1;MMP11;SMOC2;COL3A1;COL1A2;CCDC80;COL5A1;COL4A1;COL5A2;COL10A1
DR 1-,GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),9.092173281523147e-10,1.9843668186924268e-07,0,0,30.047619047619047,625.5444631047501,COL1A1;COL3A1;COL1A2;COL5A1;COL14A1;LUM;COL11A1;COL12A1;COL5A2;DPT
DR 1-,GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),1.9834411152903048e-05,0.003463088187296872,0,0,5.376208897485493,58.214085583883424,CDH5;CLDN5;SMOC2;RAMP2;SFRP2;SPARC;SERPINF1;THBS2;SULF1;CD34;HSPG2;DCN
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),4.135824641702824e-05,0.006017624853677609,0,0,10.13978494623656,102.34327009980332,CLDN5;SPARC;SERPINF1;THBS2;SULF1;HSPG2;DCN
DR 1-,GO_Biological_Process_2023,Skeletal System Development (GO:0001501),8.024954669473463e-05,0.008757231783062917,0,0,8.862903225806452,83.5804517713919,COL1A1;COL1A2;EPYC;COL10A1;IGF1;SULF1;FBN1
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),8.024954669473463e-05,0.008757231783062917,0,0,8.862903225806452,83.5804517713919,CLDN5;SPARC;SERPINF1;THBS2;SULF1;HSPG2;DCN
DR 1-,GO_Biological_Process_2023,Regulation Of Glycoprotein Biosynthetic Process (GO:0010559),0.00012145241724754159,0.010834107440512273,0,0,inf,inf,CCL21;CCL19;IGF1
DR 1-,GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),0.00012410203253736854,0.010834107440512273,0,0,4.668883283650539,41.99383409662028,COL1A1;COL3A1;EFEMP2;COL1A2;COL5A1;LUM;COL14A1;COL11A1;COL5A2;COL12A1;DPT
DR 1-,GO_Biological_Process_2023,Endodermal Cell Differentiation (GO:0035987),0.00016936810446428435,0.013441668654301839,0,0,14.233082706766917,123.59206388861277,COL11A1;MMP2;COL12A1;COL6A1;FN1
DR 1-,GO_Biological_Process_2023,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.00029450227477084115,0.021425040489578693,0,0,8.598784194528875,69.91004017360326,CDH5;CLDN5;CLEC3B;COL3A1;COL1A2;WNT2
DR 1-,GO_Biological_Process_2023,Circulatory System Development (GO:0072359),0.0005223494276843021,0.035077773105261216,0,0,7.51595744680851,56.799396641341,CDH5;COL3A1;RAMP2;FN1;HSPG2;FBN1
DR 1-,GO_Biological_Process_2023,Eye Morphogenesis (GO:0048592),0.0006112157595893195,0.03811366843724828,0,0,15.791666666666666,116.85928929412923,MFAP5;COL5A1;COL5A2;FBN1
DR 1-,GO_Biological_Process_2023,Skin Development (GO:0043588),0.0007953202530924244,0.046287638729979104,0,0,9.038277511961722,64.50406884720583,COL1A1;COL3A1;COL1A2;COL5A1;COL5A2
DR 1-,GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),0.0009797523443270978,0.046882389910621276,0,0,13.152777777777779,91.12521610440056,PDGFRB;CCL21;RARRES2;CCL19
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Locomotion (GO:0040017),0.0009797523443270978,0.046882389910621276,0,0,13.152777777777779,91.12521610440056,PDGFRB;CCL21;RARRES2;CCL19
DR 1-,GO_Biological_Process_2023,Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287),0.0011277550837606493,0.046882389910621276,0,0,29.350515463917525,199.217394861114,SFRP4;SULF1;FSTL1
DR 1-,GO_Biological_Process_2023,Regulation Of Protein Modification Process (GO:0031399),0.0011277550837606493,0.046882389910621276,0,0,29.350515463917525,199.217394861114,CDH5;FN1;IGF1
DR 1-,GO_Biological_Process_2023,Eye Development (GO:0001654),0.0011277550837606493,0.046882389910621276,0,0,29.350515463917525,199.217394861114,COL5A1;COL5A2;FBN1
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669),0.0011277550837606493,0.046882389910621276,0,0,29.350515463917525,199.217394861114,CXCL12;CCL21;CCL19
DR 2+,GO_Biological_Process_2023,Ubiquitin-Dependent ERAD Pathway (GO:0030433),5.002145896165061e-06,0.00018758134173716247,0,0,inf,inf,HSPA5;HERPUD1
DR 2+,GO_Biological_Process_2023,ERAD Pathway (GO:0036503),7.503253669486499e-06,0.00018758134173716247,0,0,inf,inf,HSPA5;HERPUD1
DR 2+,GO_Biological_Process_2023,Response To Endoplasmic Reticulum Stress (GO:0034976),3.9017592407823456e-05,0.0006502932067970576,0,0,inf,inf,HSPA5;HERPUD1
DR 2+,GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),7.653499082917729e-05,0.0009566873853647161,0,0,inf,inf,HSPA5;HERPUD1
DR 2+,GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HSPA5
DR 2+,GO_Biological_Process_2023,"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of ERAD Pathway (GO:1904292),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HSPA5
DR 2+,GO_Biological_Process_2023,Protein Exit From Endoplasmic Reticulum (GO:0032527),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HERPUD1
DR 2+,GO_Biological_Process_2023,Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HSPA5
DR 2+,GO_Biological_Process_2023,Endoplasmic Reticulum To Cytosol Transport (GO:1903513),0.0009999772468562472,0.0045453511220738515,0,0,inf,inf,HERPUD1
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HSPA5
DR 2+,GO_Biological_Process_2023,Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HERPUD1
DR 2+,GO_Biological_Process_2023,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Endoplasmic Reticulum Stress (GO:1990440),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HSPA5
DR 2+,GO_Biological_Process_2023,Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HSPA5
DR 2+,GO_Biological_Process_2023,Maintenance Of Protein Localization In Organelle (GO:0072595),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HSPA5
DR 2+,GO_Biological_Process_2023,Protein Localization To Endoplasmic Reticulum (GO:0070972),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HSPA5
DR 2+,GO_Biological_Process_2023,Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HERPUD1
DR 2+,GO_Biological_Process_2023,Positive Regulation Of ERAD Pathway (GO:1904294),0.0019994628802528407,0.005261744421718002,0,0,1997.0,12411.10875864577,HERPUD1
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902236),0.0029984508787525596,0.006518371475549042,0,0,998.0,5798.040178435152,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897),0.0029984508787525596,0.006518371475549042,0,0,998.0,5798.040178435152,HSPA5
DR 2+,GO_Biological_Process_2023,Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),0.0029984508787525596,0.006518371475549042,0,0,998.0,5798.040178435152,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101),0.0029984508787525596,0.006518371475549042,0,0,998.0,5798.040178435152,HSPA5
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),0.003996940175559315,0.00799388035111863,0,0,665.0,3672.2804008559224,HERPUD1
DR 2+,GO_Biological_Process_2023,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),0.003996940175559315,0.00799388035111863,0,0,665.0,3672.2804008559224,HSPA5
DR 2+,GO_Biological_Process_2023,Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235),0.005992420981906273,0.011273245256196924,0,0,398.6,2039.7397474739962,HERPUD1
DR 2+,GO_Biological_Process_2023,'De Novo' Post-Translational Protein Folding (GO:0051084),0.006989412058842094,0.011273245256196924,0,0,332.0,1647.835134225178,HSPA5
DR 2+,GO_Biological_Process_2023,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),0.006989412058842094,0.011273245256196924,0,0,332.0,1647.835134225178,HSPA5
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),0.006989412058842094,0.011273245256196924,0,0,332.0,1647.835134225178,HSPA5
DR 2+,GO_Biological_Process_2023,Cellular Response To Glucose Starvation (GO:0042149),0.006989412058842094,0.011273245256196924,0,0,332.0,1647.835134225178,HSPA5
DR 2+,GO_Biological_Process_2023,Substantia Nigra Development (GO:0021762),0.006989412058842094,0.011273245256196924,0,0,332.0,1647.835134225178,HSPA5
DR 2+,GO_Biological_Process_2023,Response To Unfolded Protein (GO:0006986),0.008981894965226188,0.014034210883165919,0,0,248.75,1172.2454190779274,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),0.010972378413210651,0.016135850607662722,0,0,198.8,897.0599944410644,HERPUD1
DR 2+,GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),0.010972378413210651,0.016135850607662722,0,0,198.8,897.0599944410644,HERPUD1
DR 2+,GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.0139543538470805,0.01916326361088865,0,0,152.69230769230768,652.2959981243176,HERPUD1
DR 2+,GO_Biological_Process_2023,Negative Regulation Of Cellular Component Organization (GO:0051129),0.014947345616493145,0.01916326361088865,0,0,141.71428571428572,595.6565390400741,HSPA5
