sub_id,cohort,subcluster,n,median_nullpos,frac_cell_rule,too_small,call
Patient15|epi_s1,Patient15,epi_s1,233,0.5227272727272727,0.0815450643776824,False,normal
Patient16|epi_s5,Patient16,epi_s5,342,0.282,0.029239766081871343,False,normal
Patient16|epi_s107,Patient16,epi_s107,1,0.9715,1.0,True,undecided
Patient16|epi_s19,Patient16,epi_s19,125,0.996,0.872,False,malignant
Patient16|epi_s39,Patient16,epi_s39,91,0.996,0.989010989010989,False,malignant
Patient16|epi_s95,Patient16,epi_s95,9,0.996,1.0,True,undecided
Patient16|epi_s12,Patient16,epi_s12,71,0.9965,1.0,False,malignant
Patient16|epi_s21,Patient16,epi_s21,58,0.9965,0.9310344827586207,False,malignant
Patient16|epi_s26,Patient16,epi_s26,98,0.9965,0.9693877551020408,False,malignant
Patient16|epi_s4,Patient16,epi_s4,47,0.9965,0.9574468085106383,False,malignant
Patient16|epi_s44,Patient16,epi_s44,97,0.997,1.0,False,malignant
Patient16|epi_s70,Patient16,epi_s70,31,0.997,1.0,False,malignant
Patient16|epi_s42,Patient16,epi_s42,113,0.9975,1.0,False,malignant
Patient16|epi_s54,Patient16,epi_s54,138,0.9975,0.9855072463768116,False,malignant
Patient16|epi_s77,Patient16,epi_s77,13,0.9975,1.0,True,undecided
Patient16|epi_s89,Patient16,epi_s89,36,0.9975,1.0,False,malignant
Patient16|epi_s37,Patient16,epi_s37,250,0.998,0.992,False,malignant
Patient16|epi_s8,Patient16,epi_s8,96,0.998,0.9895833333333334,False,malignant
Patient16|epi_s80,Patient16,epi_s80,127,0.998,0.9921259842519685,False,malignant
Patient16|epi_s74,Patient16,epi_s74,66,0.9982500000000001,1.0,False,malignant
Patient16|epi_s98,Patient16,epi_s98,1,0.9985,1.0,True,undecided
Patient16|epi_s10,Patient16,epi_s10,67,0.999,1.0,False,malignant
Patient16|epi_s51,Patient16,epi_s51,108,0.999,1.0,False,malignant
Patient16|epi_s9,Patient16,epi_s9,72,0.999,0.9722222222222222,False,malignant
Patient16|epi_s93,Patient16,epi_s93,23,0.999,1.0,False,malignant
Patient16|epi_s1,Patient16,epi_s1,131,0.9995,0.9694656488549618,False,malignant
Patient16|epi_s101,Patient16,epi_s101,1,0.9995,1.0,True,undecided
Patient16|epi_s102,Patient16,epi_s102,1,0.9995,1.0,True,undecided
Patient16|epi_s103,Patient16,epi_s103,1,0.9995,1.0,True,undecided
Patient16|epi_s105,Patient16,epi_s105,1,0.9995,1.0,True,undecided
Patient16|epi_s106,Patient16,epi_s106,1,0.9995,1.0,True,undecided
Patient16|epi_s109,Patient16,epi_s109,1,0.9995,1.0,True,undecided
Patient16|epi_s18,Patient16,epi_s18,16,0.9995,1.0,True,undecided
Patient16|epi_s2,Patient16,epi_s2,59,0.9995,0.9830508474576272,False,malignant
