title,variable,value
DR 20-,Lumsec-HLA,0.6452665873841471
DR 17+,Lumsec-HLA,0.6389158153203035
DR 10-,Lumsec-HLA,0.5096214010547098
DR 5-,basal,0.5066094097940574
DR 6+,Lumsec-myo,0.4802946676943622
DR 7-,Lumsec-KIT,0.4507723401879279
DR 15+,Lumsec-HLA,0.41912958040330567
DR 6+,Lumsec-major,0.4163298527829596
