factor,Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
DR 1-,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),5.217835575383092e-11,4.3151500208418175e-08,0,0,10.47467166979362,248.00202765578825,COL15A1;POSTN;LUM;COL14A1;MMP2;COL11A1;DPT;NID1;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A2;COL4A1;CTSK;COL5A2
DR 1-,GO_Biological_Process_2023,External Encapsulating Structure Organization (GO:0045229),8.810470196296361e-10,2.4287529507790304e-07,0,0,12.724806201550388,265.3110656052418,COL15A1;POSTN;COL14A1;MMP2;COL11A1;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A2;COL4A1;COL5A2
DR 1-,GO_Biological_Process_2023,Extracellular Structure Organization (GO:0043062),8.810470196296361e-10,2.4287529507790304e-07,0,0,12.724806201550388,265.3110656052418,COL15A1;POSTN;COL14A1;MMP2;COL11A1;COL1A1;MMP11;COL3A1;COL1A2;CCDC80;COL5A1;COL4A2;COL4A1;COL5A2
DR 1-,GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),2.2271503120264565e-09,4.6046332701146987e-07,0,0,37.48351648351648,746.766967271742,COL1A1;COL3A1;COL1A2;COL5A1;COL14A1;LUM;COL11A1;COL5A2;DPT
DR 1-,GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),1.1268362185432053e-07,1.8637871054704617e-05,0,0,7.112531969309463,113.79113542522447,RAMP2;SPARC;HSPB6;SERPINF1;VEGFD;THBS2;SULF1;HSPG2;DCN;CLDN5;CDH5;SFRP2;COL4A2;ADGRA2;CD34
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),2.2645183286391186e-06,0.00031212610963075855,0,0,13.681159420289855,177.82974152459687,CLDN5;SPARC;COL4A2;SERPINF1;THBS2;SULF1;HSPG2;DCN
DR 1-,GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),7.77419843365129e-06,0.000918466014947088,0,0,10.927536231884059,128.5591876989166,CLDN5;SPARC;COL4A2;SERPINF1;THBS2;SULF1;HSPG2;DCN
DR 1-,GO_Biological_Process_2023,Eye Morphogenesis (GO:0048592),1.4072596228396998e-05,0.0014547546351105396,0,0,33.280701754385966,371.78807721874773,MFAP5;COL5A1;COL5A2;MFAP2;FBN1
DR 1-,GO_Biological_Process_2023,Endodermal Cell Differentiation (GO:0035987),0.00010286019114288906,0.008988556846462482,0,0,16.614035087719298,152.55239380337426,COL4A2;COL11A1;MMP2;COL6A1;FN1
DR 1-,GO_Biological_Process_2023,Circulatory System Development (GO:0072359),0.00010868871640220655,0.008988556846462482,0,0,8.337128399746996,76.0931591082673,ACVRL1;CDH5;COL3A1;RAMP2;FN1;HSPG2;FBN1
DR 1-,GO_Biological_Process_2023,Regulation Of Glycoprotein Biosynthetic Process (GO:0010559),0.00012145241724754159,0.009131013551246991,0,0,inf,inf,CCL21;CCL19;IGF1
DR 1-,GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),0.0003957604671826692,0.02727449219667229,0,0,8.02127659574468,62.844307059300036,CCDC80;SFRP2;CXCL12;LAMA2;CCL21;NID1
DR 1-,GO_Biological_Process_2023,Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287),0.00046811653426905627,0.02765231241717925,0,0,58.7319587628866,450.2857872458315,SFRP4;SULF1;FSTL1
