subcluster,n,median_nullpos,positive,cohort,resolution
epi_s48,7,0.489,False,Patient52,0.05
epi_s480,22,0.446,False,Patient52,0.05
epi_s481,5,0.724,False,Patient52,0.05
epi_s482,10,0.47175,False,Patient52,0.05
epi_s483,13,0.291,False,Patient52,0.05
epi_s484,5,0.929,True,Patient52,0.05
epi_s485,3,0.5385,False,Patient52,0.05
epi_s486,8,0.92325,True,Patient52,0.05
epi_s487,4,0.458,False,Patient52,0.05
epi_s488,4,0.5920000000000001,False,Patient52,0.05
epi_s489,2,0.7965,False,Patient52,0.05
epi_s49,5,0.848,False,Patient52,0.05
epi_s490,5,0.6015,False,Patient52,0.05
epi_s491,10,0.39325,False,Patient52,0.05
epi_s492,6,0.921,True,Patient52,0.05
epi_s493,1,0.914,True,Patient52,0.05
epi_s494,10,0.6265000000000001,False,Patient52,0.05
epi_s495,5,0.1545,False,Patient52,0.05
epi_s496,15,0.0705,False,Patient52,0.05
epi_s497,7,0.69,False,Patient52,0.05
epi_s498,6,0.24975,False,Patient52,0.05
epi_s499,3,0.802,False,Patient52,0.05
epi_s5,12,0.1315,False,Patient52,0.05
epi_s50,25,0.077,False,Patient52,0.05
epi_s500,9,0.309,False,Patient52,0.05
epi_s501,19,0.397,False,Patient52,0.05
epi_s502,4,0.8855,False,Patient52,0.05
epi_s503,4,0.46099999999999997,False,Patient52,0.05
epi_s504,11,0.6515,False,Patient52,0.05
epi_s505,2,0.44275,False,Patient52,0.05
epi_s506,6,0.562,False,Patient52,0.05
epi_s507,37,0.0335,False,Patient52,0.05
epi_s508,9,0.686,False,Patient52,0.05
epi_s509,13,0.5845,False,Patient52,0.05
epi_s51,20,0.71775,False,Patient52,0.05
epi_s510,2,0.82675,False,Patient52,0.05
epi_s511,7,0.6925,False,Patient52,0.05
epi_s512,6,0.50325,False,Patient52,0.05
epi_s513,12,0.395,False,Patient52,0.05
epi_s514,4,0.69875,False,Patient52,0.05
epi_s515,4,0.524,False,Patient52,0.05
epi_s516,8,0.8474999999999999,False,Patient52,0.05
epi_s517,7,0.683,False,Patient52,0.05
epi_s518,7,0.578,False,Patient52,0.05
epi_s519,13,0.6045,False,Patient52,0.05
epi_s52,22,0.32875,False,Patient52,0.05
epi_s520,18,0.51075,False,Patient52,0.05
epi_s521,5,0.254,False,Patient52,0.05
epi_s522,17,0.1685,False,Patient52,0.05
epi_s523,7,0.683,False,Patient52,0.05
epi_s524,11,0.1965,False,Patient52,0.05
epi_s525,10,0.565,False,Patient52,0.05
epi_s526,10,0.4445,False,Patient52,0.05
epi_s527,6,0.74475,False,Patient52,0.05
epi_s528,54,0.2435,False,Patient52,0.05
epi_s529,7,0.331,False,Patient52,0.05
epi_s53,7,0.464,False,Patient52,0.05
epi_s530,4,0.16899999999999998,False,Patient52,0.05
epi_s531,13,0.079,False,Patient52,0.05
epi_s532,17,0.3065,False,Patient52,0.05
epi_s533,10,0.23875000000000002,False,Patient52,0.05
epi_s534,1,0.2585,False,Patient52,0.05
epi_s535,2,0.26375,False,Patient52,0.05
epi_s536,7,0.4235,False,Patient52,0.05
epi_s537,4,0.8095,False,Patient52,0.05
epi_s538,4,0.5589999999999999,False,Patient52,0.05
epi_s539,9,0.6935,False,Patient52,0.05
epi_s54,17,0.5575,False,Patient52,0.05
epi_s540,3,0.3265,False,Patient52,0.05
epi_s541,3,0.613,False,Patient52,0.05
epi_s542,6,0.886,False,Patient52,0.05
epi_s543,9,0.69,False,Patient52,0.05
epi_s544,7,0.3265,False,Patient52,0.05
epi_s545,4,0.711,False,Patient52,0.05
epi_s546,15,0.5285,False,Patient52,0.05
epi_s547,5,0.67,False,Patient52,0.05
epi_s548,5,0.5195,False,Patient52,0.05
epi_s549,12,0.6625000000000001,False,Patient52,0.05
epi_s55,18,0.6935,False,Patient52,0.05
epi_s550,15,0.4915,False,Patient52,0.05
epi_s551,5,0.6625,False,Patient52,0.05
epi_s552,9,0.4065,False,Patient52,0.05
epi_s553,9,0.245,False,Patient52,0.05
epi_s554,15,0.219,False,Patient52,0.05
epi_s555,1,0.378,False,Patient52,0.05
epi_s556,3,0.6665,False,Patient52,0.05
epi_s557,4,0.35150000000000003,False,Patient52,0.05
epi_s558,8,0.5327500000000001,False,Patient52,0.05
epi_s559,11,0.726,False,Patient52,0.05
epi_s56,14,0.2985,False,Patient52,0.05
epi_s560,10,0.84425,False,Patient52,0.05
epi_s561,7,0.552,False,Patient52,0.05
epi_s562,7,0.2245,False,Patient52,0.05
epi_s563,7,0.689,False,Patient52,0.05
epi_s564,6,0.6375,False,Patient52,0.05
epi_s565,4,0.24725000000000003,False,Patient52,0.05
epi_s566,7,0.824,False,Patient52,0.05
epi_s567,8,0.5455000000000001,False,Patient52,0.05
epi_s568,12,0.43025,False,Patient52,0.05
epi_s569,5,0.75,False,Patient52,0.05
epi_s57,19,0.439,False,Patient52,0.05
epi_s570,10,0.48350000000000004,False,Patient52,0.05
epi_s571,5,0.717,False,Patient52,0.05
epi_s572,6,0.15675,False,Patient52,0.05
epi_s573,13,0.398,False,Patient52,0.05
epi_s574,10,0.6865,False,Patient52,0.05
epi_s575,7,0.44,False,Patient52,0.05
epi_s576,2,0.53225,False,Patient52,0.05
epi_s577,19,0.1715,False,Patient52,0.05
epi_s578,12,0.6205,False,Patient52,0.05
epi_s579,2,0.508,False,Patient52,0.05
epi_s58,12,0.184,False,Patient52,0.05
epi_s580,9,0.428,False,Patient52,0.05
epi_s581,7,0.664,False,Patient52,0.05
epi_s582,3,0.8485,False,Patient52,0.05
epi_s583,5,0.4845,False,Patient52,0.05
epi_s584,7,0.5155,False,Patient52,0.05
epi_s585,6,0.33399999999999996,False,Patient52,0.05
epi_s586,10,0.58725,False,Patient52,0.05
epi_s587,6,0.48350000000000004,False,Patient52,0.05
epi_s588,5,0.268,False,Patient52,0.05
epi_s589,12,0.055,False,Patient52,0.05
epi_s59,12,0.7275,False,Patient52,0.05
epi_s590,6,0.156,False,Patient52,0.05
epi_s591,5,0.2205,False,Patient52,0.05
epi_s592,3,0.9135,True,Patient52,0.05
epi_s593,11,0.766,False,Patient52,0.05
epi_s594,5,0.666,False,Patient52,0.05
epi_s595,9,0.662,False,Patient52,0.05
epi_s596,7,0.392,False,Patient52,0.05
epi_s597,9,0.2155,False,Patient52,0.05
epi_s598,18,0.131,False,Patient52,0.05
epi_s599,7,0.0855,False,Patient52,0.05
epi_s6,9,0.758,False,Patient52,0.05
epi_s60,7,0.3345,False,Patient52,0.05
epi_s600,6,0.5992500000000001,False,Patient52,0.05
epi_s601,7,0.575,False,Patient52,0.05
epi_s602,5,0.489,False,Patient52,0.05
epi_s603,5,0.342,False,Patient52,0.05
epi_s604,5,0.2775,False,Patient52,0.05
epi_s605,6,0.44799999999999995,False,Patient52,0.05
epi_s606,4,0.71425,False,Patient52,0.05
epi_s607,10,0.4145,False,Patient52,0.05
epi_s608,7,0.888,False,Patient52,0.05
epi_s609,6,0.459,False,Patient52,0.05
epi_s61,27,0.1625,False,Patient52,0.05
epi_s610,1,0.9855,True,Patient52,0.05
epi_s611,5,0.533,False,Patient52,0.05
epi_s612,12,0.39249999999999996,False,Patient52,0.05
epi_s613,8,0.7757499999999999,False,Patient52,0.05
epi_s614,5,0.361,False,Patient52,0.05
epi_s615,3,0.467,False,Patient52,0.05
epi_s616,4,0.5055000000000001,False,Patient52,0.05
epi_s617,5,0.63,False,Patient52,0.05
epi_s618,15,0.754,False,Patient52,0.05
epi_s619,2,0.619,False,Patient52,0.05
epi_s62,9,0.7315,False,Patient52,0.05
epi_s620,9,0.337,False,Patient52,0.05
epi_s621,4,0.70625,False,Patient52,0.05
epi_s622,3,0.7605,False,Patient52,0.05
epi_s623,4,0.3785,False,Patient52,0.05
epi_s624,2,0.32599999999999996,False,Patient52,0.05
epi_s625,4,0.4635,False,Patient52,0.05
epi_s626,9,0.4145,False,Patient52,0.05
epi_s627,2,0.359,False,Patient52,0.05
epi_s628,9,0.346,False,Patient52,0.05
epi_s629,11,0.378,False,Patient52,0.05
epi_s63,9,0.4345,False,Patient52,0.05
epi_s630,10,0.5685,False,Patient52,0.05
epi_s631,8,0.30925,False,Patient52,0.05
epi_s632,3,0.551,False,Patient52,0.05
epi_s633,6,0.5932499999999999,False,Patient52,0.05
epi_s634,5,0.0975,False,Patient52,0.05
epi_s635,11,0.3785,False,Patient52,0.05
epi_s636,7,0.3435,False,Patient52,0.05
epi_s637,4,0.298,False,Patient52,0.05
epi_s638,3,0.3695,False,Patient52,0.05
epi_s639,20,0.035250000000000004,False,Patient52,0.05
epi_s64,8,0.7044999999999999,False,Patient52,0.05
epi_s640,6,0.0305,False,Patient52,0.05
epi_s641,13,0.0995,False,Patient52,0.05
epi_s642,5,0.0575,False,Patient52,0.05
epi_s643,5,0.6555,False,Patient52,0.05
epi_s644,5,0.8765,False,Patient52,0.05
epi_s645,8,0.91325,True,Patient52,0.05
epi_s646,2,0.857,False,Patient52,0.05
epi_s647,14,0.40125,False,Patient52,0.05
epi_s648,18,0.29625,False,Patient52,0.05
epi_s649,11,0.2565,False,Patient52,0.05
epi_s65,10,0.33875,False,Patient52,0.05
epi_s650,15,0.177,False,Patient52,0.05
epi_s651,6,0.6345000000000001,False,Patient52,0.05
epi_s652,3,0.3615,False,Patient52,0.05
epi_s653,10,0.6779999999999999,False,Patient52,0.05
epi_s654,5,0.9325,True,Patient52,0.05
epi_s655,9,0.2935,False,Patient52,0.05
epi_s656,3,0.4145,False,Patient52,0.05
epi_s657,2,0.79575,False,Patient52,0.05
epi_s658,5,0.921,True,Patient52,0.05
epi_s659,9,0.561,False,Patient52,0.05
epi_s66,8,0.36,False,Patient52,0.05
epi_s660,2,0.51825,False,Patient52,0.05
epi_s661,10,0.29775,False,Patient52,0.05
epi_s662,7,0.8785,False,Patient52,0.05
epi_s663,2,0.5205,False,Patient52,0.05
epi_s664,9,0.748,False,Patient52,0.05
epi_s665,8,0.16675,False,Patient52,0.05
epi_s666,4,0.882,False,Patient52,0.05
epi_s667,4,0.612,False,Patient52,0.05
epi_s668,4,0.43425,False,Patient52,0.05
epi_s669,4,0.28800000000000003,False,Patient52,0.05
epi_s67,6,0.536,False,Patient52,0.05
epi_s670,10,0.3375,False,Patient52,0.05
epi_s671,5,0.861,False,Patient52,0.05
epi_s672,13,0.5885,False,Patient52,0.05
epi_s673,20,0.039,False,Patient52,0.05
epi_s674,6,0.33825,False,Patient52,0.05
epi_s675,4,0.5865,False,Patient52,0.05
epi_s676,2,0.609,False,Patient52,0.05
epi_s677,8,0.36875,False,Patient52,0.05
epi_s678,8,0.14225,False,Patient52,0.05
epi_s679,6,0.29100000000000004,False,Patient52,0.05
epi_s68,14,0.9790000000000001,True,Patient52,0.05
epi_s680,4,0.83925,False,Patient52,0.05
epi_s681,10,0.677,False,Patient52,0.05
epi_s682,7,0.798,False,Patient52,0.05
epi_s683,5,0.422,False,Patient52,0.05
epi_s684,8,0.742,False,Patient52,0.05
epi_s685,9,0.355,False,Patient52,0.05
epi_s686,8,0.6825,False,Patient52,0.05
epi_s687,23,0.2065,False,Patient52,0.05
epi_s688,8,0.8807499999999999,False,Patient52,0.05
epi_s689,5,0.354,False,Patient52,0.05
epi_s69,8,0.7315,False,Patient52,0.05
epi_s690,6,0.5277499999999999,False,Patient52,0.05
epi_s691,4,0.9065,True,Patient52,0.05
epi_s692,5,0.835,False,Patient52,0.05
epi_s693,4,0.62275,False,Patient52,0.05
epi_s694,9,0.8435,False,Patient52,0.05
epi_s695,13,0.6425,False,Patient52,0.05
epi_s696,5,0.3835,False,Patient52,0.05
epi_s697,15,0.2375,False,Patient52,0.05
epi_s698,5,0.898,False,Patient52,0.05
epi_s699,7,0.4855,False,Patient52,0.05
epi_s7,25,0.7475,False,Patient52,0.05
epi_s70,13,0.269,False,Patient52,0.05
epi_s700,3,0.5705,False,Patient52,0.05
epi_s701,2,0.7515000000000001,False,Patient52,0.05
epi_s702,5,0.1115,False,Patient52,0.05
epi_s703,9,0.378,False,Patient52,0.05
epi_s704,11,0.533,False,Patient52,0.05
epi_s705,14,0.04725,False,Patient52,0.05
epi_s706,9,0.335,False,Patient52,0.05
epi_s707,15,0.0555,False,Patient52,0.05
epi_s708,3,0.566,False,Patient52,0.05
epi_s709,6,0.32825,False,Patient52,0.05
epi_s71,4,0.38849999999999996,False,Patient52,0.05
epi_s710,7,0.438,False,Patient52,0.05
epi_s711,3,0.7225,False,Patient52,0.05
epi_s712,3,0.9815,True,Patient52,0.05
epi_s713,2,0.495,False,Patient52,0.05
epi_s714,10,0.23225,False,Patient52,0.05
epi_s715,9,0.052,False,Patient52,0.05
epi_s716,6,0.22499999999999998,False,Patient52,0.05
epi_s717,7,0.693,False,Patient52,0.05
epi_s718,16,0.49574999999999997,False,Patient52,0.05
epi_s719,10,0.08725,False,Patient52,0.05
epi_s72,15,0.755,False,Patient52,0.05
epi_s720,6,0.778,False,Patient52,0.05
epi_s721,8,0.5815,False,Patient52,0.05
epi_s722,1,0.9205,True,Patient52,0.05
epi_s723,11,0.2465,False,Patient52,0.05
epi_s724,3,0.8115,False,Patient52,0.05
epi_s725,3,0.6625,False,Patient52,0.05
epi_s726,3,0.4235,False,Patient52,0.05
epi_s727,4,0.33725000000000005,False,Patient52,0.05
epi_s728,5,0.542,False,Patient52,0.05
epi_s729,2,0.7422500000000001,False,Patient52,0.05
epi_s73,16,0.5389999999999999,False,Patient52,0.05
epi_s730,4,0.597,False,Patient52,0.05
epi_s731,3,0.6975,False,Patient52,0.05
epi_s732,3,0.3935,False,Patient52,0.05
epi_s733,1,0.91,True,Patient52,0.05
epi_s734,28,0.10225000000000001,False,Patient52,0.05
epi_s735,12,0.23375,False,Patient52,0.05
epi_s736,12,0.121,False,Patient52,0.05
epi_s737,3,0.7785,False,Patient52,0.05
epi_s738,22,0.05025,False,Patient52,0.05
epi_s739,3,0.112,False,Patient52,0.05
epi_s74,19,0.4175,False,Patient52,0.05
epi_s740,9,0.285,False,Patient52,0.05
epi_s741,2,0.94025,True,Patient52,0.05
epi_s742,10,0.247,False,Patient52,0.05
epi_s743,13,0.1585,False,Patient52,0.05
epi_s744,8,0.4605,False,Patient52,0.05
epi_s745,1,0.6745,False,Patient52,0.05
epi_s746,2,0.46649999999999997,False,Patient52,0.05
epi_s747,3,0.101,False,Patient52,0.05
epi_s748,8,0.658,False,Patient52,0.05
epi_s749,1,0.2895,False,Patient52,0.05
epi_s75,27,0.1045,False,Patient52,0.05
epi_s750,12,0.28700000000000003,False,Patient52,0.05
epi_s751,2,0.51225,False,Patient52,0.05
epi_s752,4,0.12725,False,Patient52,0.05
epi_s753,4,0.44299999999999995,False,Patient52,0.05
epi_s754,6,0.54,False,Patient52,0.05
epi_s755,11,0.2935,False,Patient52,0.05
epi_s756,5,0.8325,False,Patient52,0.05
epi_s757,5,0.6035,False,Patient52,0.05
epi_s758,5,0.271,False,Patient52,0.05
epi_s759,4,0.7125,False,Patient52,0.05
epi_s76,14,0.5795,False,Patient52,0.05
epi_s760,2,0.06275,False,Patient52,0.05
epi_s761,5,0.5285,False,Patient52,0.05
epi_s762,4,0.5965,False,Patient52,0.05
epi_s763,8,0.325,False,Patient52,0.05
epi_s764,15,0.075,False,Patient52,0.05
epi_s765,8,0.3885,False,Patient52,0.05
epi_s766,15,0.235,False,Patient52,0.05
epi_s767,9,0.3325,False,Patient52,0.05
epi_s768,4,0.47524999999999995,False,Patient52,0.05
epi_s769,3,0.7115,False,Patient52,0.05
epi_s77,14,0.73325,False,Patient52,0.05
epi_s770,5,0.563,False,Patient52,0.05
epi_s771,4,0.34525,False,Patient52,0.05
epi_s772,4,0.5630000000000001,False,Patient52,0.05
epi_s773,2,0.97875,True,Patient52,0.05
epi_s774,1,0.9475,True,Patient52,0.05
epi_s775,4,0.6395,False,Patient52,0.05
epi_s776,2,0.70025,False,Patient52,0.05
epi_s777,4,0.8045,False,Patient52,0.05
epi_s778,3,0.5705,False,Patient52,0.05
epi_s779,53,0.044,False,Patient52,0.05
epi_s78,5,0.7855,False,Patient52,0.05
epi_s780,1,0.3575,False,Patient52,0.05
epi_s781,14,0.0565,False,Patient52,0.05
epi_s782,1,0.0115,False,Patient52,0.05
epi_s783,4,0.2925,False,Patient52,0.05
epi_s784,4,0.11725000000000001,False,Patient52,0.05
epi_s785,2,0.3685,False,Patient52,0.05
epi_s786,1,0.7765,False,Patient52,0.05
epi_s787,16,0.38775000000000004,False,Patient52,0.05
epi_s788,7,0.029,False,Patient52,0.05
epi_s789,7,0.269,False,Patient52,0.05
epi_s79,20,0.56125,False,Patient52,0.05
epi_s790,1,0.827,False,Patient52,0.05
epi_s791,7,0.067,False,Patient52,0.05
epi_s792,11,0.3195,False,Patient52,0.05
epi_s793,45,0.066,False,Patient52,0.05
epi_s794,1,0.2625,False,Patient52,0.05
epi_s795,2,0.4845,False,Patient52,0.05
epi_s796,9,0.3985,False,Patient52,0.05
epi_s797,6,0.40900000000000003,False,Patient52,0.05
epi_s798,2,0.64575,False,Patient52,0.05
epi_s799,14,0.44575,False,Patient52,0.05
epi_s8,13,0.661,False,Patient52,0.05
epi_s80,6,0.882,False,Patient52,0.05
epi_s800,5,0.79,False,Patient52,0.05
epi_s801,6,0.52025,False,Patient52,0.05
epi_s802,1,0.871,False,Patient52,0.05
epi_s803,8,0.4845,False,Patient52,0.05
epi_s804,4,0.262,False,Patient52,0.05
epi_s805,18,0.15375,False,Patient52,0.05
epi_s806,6,0.2955,False,Patient52,0.05
epi_s807,5,0.237,False,Patient52,0.05
epi_s808,1,0.0785,False,Patient52,0.05
epi_s809,15,0.3005,False,Patient52,0.05
epi_s81,10,0.875,False,Patient52,0.05
epi_s810,2,0.76025,False,Patient52,0.05
epi_s811,2,0.67925,False,Patient52,0.05
epi_s812,2,0.71175,False,Patient52,0.05
epi_s813,23,0.1715,False,Patient52,0.05
epi_s814,4,0.18775,False,Patient52,0.05
epi_s815,3,0.833,False,Patient52,0.05
epi_s816,23,0.113,False,Patient52,0.05
epi_s817,11,0.213,False,Patient52,0.05
epi_s818,2,0.562,False,Patient52,0.05
epi_s819,12,0.138,False,Patient52,0.05
epi_s82,14,0.6905,False,Patient52,0.05
epi_s820,6,0.35824999999999996,False,Patient52,0.05
epi_s821,2,0.36024999999999996,False,Patient52,0.05
epi_s822,14,0.3295,False,Patient52,0.05
epi_s823,5,0.0825,False,Patient52,0.05
epi_s824,2,0.40549999999999997,False,Patient52,0.05
epi_s825,6,0.16425,False,Patient52,0.05
epi_s826,12,0.24525000000000002,False,Patient52,0.05
epi_s827,6,0.5177499999999999,False,Patient52,0.05
epi_s828,3,0.755,False,Patient52,0.05
epi_s829,5,0.4365,False,Patient52,0.05
epi_s83,10,0.602,False,Patient52,0.05
epi_s830,2,0.7985,False,Patient52,0.05
epi_s831,2,0.49575,False,Patient52,0.05
epi_s832,4,0.7849999999999999,False,Patient52,0.05
epi_s833,4,0.3165,False,Patient52,0.05
epi_s834,4,0.53075,False,Patient52,0.05
epi_s835,23,0.478,False,Patient52,0.05
epi_s836,7,0.15,False,Patient52,0.05
epi_s837,9,0.109,False,Patient52,0.05
epi_s838,1,0.069,False,Patient52,0.05
epi_s839,42,0.0965,False,Patient52,0.05
epi_s84,27,0.1245,False,Patient52,0.05
epi_s840,12,0.36175,False,Patient52,0.05
epi_s841,10,0.54025,False,Patient52,0.05
epi_s842,3,0.069,False,Patient52,0.05
epi_s843,3,0.5605,False,Patient52,0.05
epi_s844,3,0.4065,False,Patient52,0.05
epi_s845,1,0.4235,False,Patient52,0.05
epi_s846,3,0.482,False,Patient52,0.05
epi_s847,3,0.4355,False,Patient52,0.05
epi_s848,1,0.771,False,Patient52,0.05
epi_s849,3,0.5475,False,Patient52,0.05
epi_s85,2,0.27949999999999997,False,Patient52,0.05
epi_s850,14,0.1725,False,Patient52,0.05
epi_s851,2,0.29325,False,Patient52,0.05
epi_s852,3,0.6855,False,Patient52,0.05
epi_s853,4,0.6455,False,Patient52,0.05
epi_s854,5,0.1225,False,Patient52,0.05
epi_s855,22,0.06575,False,Patient52,0.05
epi_s856,14,0.07025,False,Patient52,0.05
epi_s857,10,0.32799999999999996,False,Patient52,0.05
epi_s858,3,0.458,False,Patient52,0.05
epi_s859,3,0.2565,False,Patient52,0.05
epi_s86,4,0.58725,False,Patient52,0.05
epi_s860,3,0.532,False,Patient52,0.05
epi_s861,6,0.406,False,Patient52,0.05
epi_s862,7,0.0715,False,Patient52,0.05
epi_s863,42,0.05425,False,Patient52,0.05
epi_s864,6,0.27675,False,Patient52,0.05
epi_s865,10,0.17475000000000002,False,Patient52,0.05
epi_s866,17,0.2475,False,Patient52,0.05
epi_s867,9,0.0505,False,Patient52,0.05
epi_s868,5,0.3065,False,Patient52,0.05
epi_s869,2,0.3735,False,Patient52,0.05
epi_s87,9,0.2085,False,Patient52,0.05
epi_s870,8,0.059500000000000004,False,Patient52,0.05
epi_s871,6,0.15425,False,Patient52,0.05
epi_s872,2,0.058499999999999996,False,Patient52,0.05
epi_s873,26,0.15775,False,Patient52,0.05
epi_s874,14,0.20875,False,Patient52,0.05
epi_s875,23,0.061,False,Patient52,0.05
epi_s876,7,0.1045,False,Patient52,0.05
epi_s877,4,0.4245,False,Patient52,0.05
epi_s878,115,0.5675,False,Patient52,0.05
epi_s879,37,0.6665,False,Patient52,0.05
epi_s88,11,0.6195,False,Patient52,0.05
epi_s880,12,0.246,False,Patient52,0.05
epi_s881,7,0.2305,False,Patient52,0.05
epi_s882,11,0.396,False,Patient52,0.05
epi_s883,36,0.208,False,Patient52,0.05
epi_s884,5,0.385,False,Patient52,0.05
epi_s885,5,0.368,False,Patient52,0.05
epi_s886,3,0.4435,False,Patient52,0.05
epi_s887,2,0.49375,False,Patient52,0.05
epi_s888,1,0.515,False,Patient52,0.05
epi_s889,3,0.394,False,Patient52,0.05
epi_s89,8,0.556,False,Patient52,0.05
epi_s890,2,0.47175,False,Patient52,0.05
epi_s891,15,0.13,False,Patient52,0.05
epi_s892,2,0.7092499999999999,False,Patient52,0.05
epi_s893,5,0.3985,False,Patient52,0.05
epi_s894,1,0.182,False,Patient52,0.05
epi_s895,2,0.2815,False,Patient52,0.05
epi_s896,4,0.366,False,Patient52,0.05
epi_s897,7,0.135,False,Patient52,0.05
epi_s898,12,0.36375,False,Patient52,0.05
epi_s899,17,0.295,False,Patient52,0.05
epi_s9,22,0.42025,False,Patient52,0.05
epi_s90,15,0.886,False,Patient52,0.05
epi_s900,6,0.19,False,Patient52,0.05
epi_s901,8,0.237,False,Patient52,0.05
epi_s902,2,0.28675,False,Patient52,0.05
epi_s903,1,0.4245,False,Patient52,0.05
epi_s904,2,0.21200000000000002,False,Patient52,0.05
epi_s905,10,0.18675,False,Patient52,0.05
epi_s906,30,0.20425,False,Patient52,0.05
epi_s907,2,0.1465,False,Patient52,0.05
epi_s908,7,0.5375,False,Patient52,0.05
epi_s909,24,0.28574999999999995,False,Patient52,0.05
epi_s91,15,0.855,False,Patient52,0.05
epi_s910,2,0.21050000000000002,False,Patient52,0.05
epi_s911,9,0.4015,False,Patient52,0.05
epi_s912,3,0.604,False,Patient52,0.05
epi_s913,1,0.5485,False,Patient52,0.05
epi_s914,2,0.59975,False,Patient52,0.05
epi_s915,4,0.37024999999999997,False,Patient52,0.05
epi_s916,2,0.07400000000000001,False,Patient52,0.05
epi_s917,1,0.518,False,Patient52,0.05
epi_s918,3,0.5695,False,Patient52,0.05
epi_s919,6,0.266,False,Patient52,0.05
epi_s92,3,0.9915,True,Patient52,0.05
epi_s920,17,0.4075,False,Patient52,0.05
epi_s921,12,0.092,False,Patient52,0.05
epi_s922,5,0.183,False,Patient52,0.05
epi_s923,3,0.394,False,Patient52,0.05
epi_s924,4,0.33425,False,Patient52,0.05
epi_s925,5,0.2425,False,Patient52,0.05
epi_s926,7,0.2475,False,Patient52,0.05
epi_s927,2,0.681,False,Patient52,0.05
epi_s928,2,0.35875,False,Patient52,0.05
epi_s929,3,0.3865,False,Patient52,0.05
epi_s93,13,0.177,False,Patient52,0.05
epi_s930,8,0.68025,False,Patient52,0.05
epi_s931,1,0.138,False,Patient52,0.05
epi_s932,8,0.38625,False,Patient52,0.05
epi_s933,1,0.1865,False,Patient52,0.05
epi_s934,2,0.489,False,Patient52,0.05
epi_s935,3,0.31,False,Patient52,0.05
epi_s936,4,0.531,False,Patient52,0.05
epi_s937,23,0.196,False,Patient52,0.05
epi_s938,1,0.826,False,Patient52,0.05
epi_s939,10,0.26075,False,Patient52,0.05
epi_s94,17,0.4245,False,Patient52,0.05
epi_s940,4,0.0525,False,Patient52,0.05
epi_s941,1,0.8215,False,Patient52,0.05
epi_s942,3,0.73,False,Patient52,0.05
epi_s943,2,0.75,False,Patient52,0.05
epi_s944,3,0.6995,False,Patient52,0.05
epi_s945,13,0.422,False,Patient52,0.05
epi_s946,9,0.2465,False,Patient52,0.05
epi_s947,3,0.331,False,Patient52,0.05
epi_s948,80,0.15675,False,Patient52,0.05
epi_s949,2,0.13825,False,Patient52,0.05
epi_s95,16,0.6884999999999999,False,Patient52,0.05
epi_s950,3,0.112,False,Patient52,0.05
epi_s951,31,0.1725,False,Patient52,0.05
epi_s952,7,0.196,False,Patient52,0.05
epi_s953,1,0.6535,False,Patient52,0.05
epi_s954,1,0.1685,False,Patient52,0.05
epi_s955,1,0.721,False,Patient52,0.05
epi_s956,1,0.1765,False,Patient52,0.05
epi_s957,3,0.0805,False,Patient52,0.05
epi_s958,1,0.0385,False,Patient52,0.05
epi_s959,1,0.3405,False,Patient52,0.05
epi_s96,6,0.808,False,Patient52,0.05
epi_s960,1,0.8355,False,Patient52,0.05
epi_s961,4,0.15925,False,Patient52,0.05
epi_s962,4,0.14325,False,Patient52,0.05
epi_s963,2,0.24125000000000002,False,Patient52,0.05
epi_s964,1,0.607,False,Patient52,0.05
epi_s965,1,0.283,False,Patient52,0.05
epi_s966,1,0.7935,False,Patient52,0.05
epi_s967,2,0.36,False,Patient52,0.05
epi_s968,11,0.0825,False,Patient52,0.05
epi_s969,4,0.30125,False,Patient52,0.05
epi_s97,3,0.4035,False,Patient52,0.05
epi_s970,2,0.424,False,Patient52,0.05
epi_s971,2,0.43525,False,Patient52,0.05
epi_s972,3,0.266,False,Patient52,0.05
epi_s973,1,0.6785,False,Patient52,0.05
epi_s974,1,0.1205,False,Patient52,0.05
epi_s98,16,0.45225000000000004,False,Patient52,0.05
epi_s99,6,0.6639999999999999,False,Patient52,0.05
epi_s1,286,0.9736070381231672,True,Patient64,0.005
epi_s2,49,0.40762463343108507,False,Patient64,0.005
epi_s3,167,0.9824046920821115,True,Patient64,0.005
epi_s1,281,0.9648093841642229,True,Patient64,0.01
epi_s2,169,0.9824046920821115,True,Patient64,0.01
epi_s3,49,0.40762463343108507,False,Patient64,0.01
epi_s4,3,1.0,True,Patient64,0.01
epi_s1,147,0.9560117302052786,True,Patient64,0.02
epi_s2,131,0.9736070381231672,True,Patient64,0.02
epi_s3,8,1.0,True,Patient64,0.02
epi_s4,49,0.40762463343108507,False,Patient64,0.02
epi_s5,159,0.9765395894428153,True,Patient64,0.02
epi_s6,8,1.0,True,Patient64,0.02
epi_s1,8,0.9824046920821115,True,Patient64,0.05
epi_s10,10,0.9970674486803519,True,Patient64,0.05
epi_s11,16,0.9442815249266863,True,Patient64,0.05
epi_s12,2,0.9970674486803519,True,Patient64,0.05
epi_s13,60,0.9736070381231672,True,Patient64,0.05
epi_s14,5,0.9970674486803519,True,Patient64,0.05
epi_s15,1,1.0,True,Patient64,0.05
epi_s16,3,1.0,True,Patient64,0.05
epi_s2,5,0.9882697947214076,True,Patient64,0.05
epi_s3,11,1.0,True,Patient64,0.05
epi_s4,8,0.9853372434017595,True,Patient64,0.05
