# dim_geneset_signed_significance | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_epi_64 | 04_3 - 04_7 signature interpretation
# CAVEAT: Cell type labels come from CellTypist (Cells_Adult_Breast.pkl, Kumar et al.
# CAVEAT: 2023), a NORMAL adult breast atlas with no malignant class: TNBC cells are assigned to the nearest normal state.
# CAVEAT: This subset therefore mixes normal and malignant epithelium and no CNV inference has been run.
# CAVEAT: Every state reported here is an EPITHELIAL state, not a tumour cell state.
,MP2_CELL_CYCLE_G1_S,MP3_CELL_CYCLE_HMG_RICH,MP4_CHROMATIN,MP5_STRESS,MP6_HYPOXIA,MP7_STRESS_IN_VITRO,MP8_PROTEASOMAL_DEGRADATION,MP9_UNFOLDED_PROTEIN_RESPONSE,MP10_PROTEIN_MATURATION,MP11_TRANSLATION_INITIATION,MP12_EMT_1,MP13_EMT_2,MP14_EMT_3,MP15_EMT_4,MP16_MES_GLIOMA,MP17_INTERFERON_MHC_II_1,MP18_INTERFERON_MHC_II_2,MP19_EPITHELIAL_SENESCENCE,MP20_MYC,MP21_RESPIRATION,MP38_GLUTATHIONE,MP39_METAL_RESPONSE,MP22_SECRETED_1,MP23_SECRETED_2,MP24_CILIA,MP25_ASTROCYTES,MP26_NPC_GLIOMA,MP27_OLIGO_PROGENITOR,MP28_OLIGO_NORMAL,MP29_NPC_OPC,MP30_PDAC_CLASSICAL,MP31_ALVEOLAR,MP40_PDAC_RELATED,MP32_SKIN_PIGMENTATION,MP33_RBCS,MP34_PLATELET_ACTIVATION,MP35_HEMATO_RELATED_1,MP36_IG,MP37_HEMATO_RELATED_2,MP41_UNASSIGNED
DR 30,0.6386,0.3006,0.0,15.6662,2.8427,3.657,0.1487,0.0,-0.7582,0.6445,-0.0,0.5655,1.0285,-0.639,0.5179,-0.0378,0.1449,-0.4334,0.5233,0.0,-0.2741,2.606,0.7251,-4.5781,-0.0,1.166,0.1284,0.1823,0.5711,0.2573,-5.5054,-5.4663,0.1067,-0.0,0.0725,0.0321,-0.0973,0.0808,-0.1284,0.0
DR 16,1.3437,2.1166,0.2137,-2.4937,-1.2757,0.2741,0.1487,0.4869,-0.0,-1.4144,1.3111,0.826,5.9215,-0.639,0.0973,4.7865,2.8427,0.975,-1.1694,0.4869,-0.0725,2.0781,-0.0,0.5463,-0.1823,-1.5528,0.4015,-0.1823,-0.5711,0.0216,-1.0148,0.7012,0.7205,0.6332,0.2741,0.4413,0.5179,0.0,0.1284,0.3006
DR 13,-0.0,0.0372,0.0,0.06,-1.2757,0.2741,0.6445,0.0,-3.5572,0.1487,-1.6865,-5.1217,-13.5505,-2.1519,-2.8882,-1.051,-8.1266,-4.8886,0.5233,-0.4869,-0.5711,-3.1763,-1.077,-3.9106,-0.5028,-1.166,-1.2617,0.5028,-0.9719,0.2573,0.4119,-1.0881,-2.3619,-0.0877,0.0725,0.4413,0.5179,0.2466,0.1284,0.7354
DR 18,-0.0,0.3006,0.0,-0.0,0.9056,0.5711,0.6445,0.0,3.5572,0.6445,0.724,-0.0,1.4098,0.639,-0.0,0.2985,1.8256,0.6744,0.5233,0.0,0.9719,1.2193,-0.0,0.7824,0.9478,1.5528,0.7582,-0.0,0.9719,0.0,1.0148,0.0216,-0.0,-0.0,-0.0,0.7545,-0.8186,0.0,-0.0,-0.0372
DR 61,0.1801,0.7354,0.0,-0.06,-0.9056,-0.0,0.6445,-0.4869,-0.4015,-0.6445,0.5005,0.5655,3.5923,-0.639,-0.0,-4.0793,-3.4447,1.7651,-0.5233,0.4869,-0.9719,2.606,0.0,-0.5463,0.9478,1.166,1.2617,-0.1823,0.5711,0.2573,-3.8277,0.1605,0.7205,-0.6332,-0.2741,0.4413,-0.8186,0.0,-0.1284,0.0
DR 33,0.0463,0.7354,0.0,0.3508,0.1568,1.4537,0.1487,0.4869,-3.5572,0.6445,-0.5005,0.06,5.0843,-0.4015,0.8186,0.2985,-1.8256,0.6744,0.1125,0.4869,-0.5711,0.5953,0.7251,-3.9106,0.5028,-0.5233,0.7582,-0.0,-0.9719,0.2573,-4.6337,-1.0881,1.0285,-0.6332,0.2741,0.7545,-0.0973,-0.0,0.3219,-0.0372
DR 55,0.0,0.0372,0.0,-0.1771,0.1568,-0.5711,-0.6445,0.0,0.1284,-0.6445,-0.9962,-0.826,-3.5923,0.9329,-1.6865,-2.8427,-4.7865,2.2495,1.1694,0.4869,0.9719,-1.2193,-0.7251,-1.4144,0.9478,0.789,1.8808,-0.1823,0.2741,0.6445,-1.9105,0.4015,0.2517,-0.0877,0.0725,-0.4413,-0.5179,-0.0,-0.1284,0.0
DR 59,0.0,-0.7354,0.0,-0.0,-0.5897,-0.2741,0.1487,0.0,-2.6384,-0.1487,0.3006,0.1771,2.3619,-2.1519,-0.0,-2.8427,-4.7865,2.8318,0.5233,0.4869,0.5711,1.2193,-0.4518,-1.0839,0.9478,-1.166,-0.7582,0.5028,1.4537,0.2573,3.1152,0.4015,0.7205,0.3006,0.2741,0.187,-0.5179,-0.0,-0.1284,0.0
DR 53,0.0,0.3006,0.0,-0.06,0.5897,0.2741,0.1487,0.0,0.7582,0.1487,-0.1568,-0.0,-2.9497,1.2757,-0.0973,4.0793,5.5391,-1.3391,-0.5233,-0.4869,0.5711,-2.606,-0.0,0.5463,0.5028,-1.5528,-0.7582,0.1823,-0.5711,0.6445,1.4144,-0.4015,-0.2517,0.6332,0.0725,-0.187,0.5179,-0.0,-0.1284,0.0
DR 50,0.1801,1.3312,-0.2137,-3.6704,-0.3508,0.5711,0.1487,0.0,0.1284,0.1487,-3.6595,-7.7028,1.0285,-5.4992,-2.239,-5.5391,-8.1266,0.6744,0.5233,0.0,0.5711,-5.3064,-1.077,0.3508,-0.5028,-3.8891,-0.4015,0.1823,0.2741,0.0216,1.9105,0.4015,-0.0,-0.6332,-0.9719,-0.187,-0.5179,-0.0,-0.0,-0.0372
DR 1,-0.0,0.0372,-0.2137,-18.3286,0.9056,-1.4537,0.6445,0.0,1.8808,-0.1487,3.6595,0.5655,1.854,0.9329,-0.8186,0.7527,8.1266,-0.975,0.5233,0.4869,0.2741,5.3064,-4.0223,-1.0839,0.9478,6.3708,1.2617,1.5163,1.4537,0.2573,-1.4144,-0.1605,-0.2517,0.6332,0.0725,0.7545,-0.5179,0.0,0.0,-0.7354
DR 9,0.6386,0.7354,-1.8354,-2.4937,0.9056,0.9719,1.4144,0.4869,-0.4015,0.1487,0.1568,1.166,6.8176,-0.639,0.8186,1.8256,1.4098,0.2323,1.1694,0.4869,-0.0,0.1928,0.216,-0.1892,-0.0,1.5528,1.8808,0.5028,0.9719,-0.2573,-0.0,0.1605,0.47,0.0877,0.5711,1.1694,-0.5179,-0.0,0.9539,-2.1166
DR 34,0.0463,-0.7354,0.0,-1.9839,-0.5897,-0.9719,-0.6445,-0.4869,-1.8808,0.1487,0.9962,4.3825,6.8176,0.0787,1.6865,-2.2869,-1.4098,-1.7651,0.5233,-0.4869,-0.5711,0.5953,-0.0697,0.5463,2.2494,0.5233,0.7582,-0.5028,-1.4537,0.0216,-1.9105,0.1605,-1.0285,-0.6332,-0.0,0.4413,-0.273,-0.0808,-0.3219,-0.0372
DR 15,0.0,0.3006,0.0,0.06,-0.9056,0.2741,0.6445,0.0,0.4015,0.1487,-10.9761,-1.166,4.3109,-1.2757,0.5179,0.5028,-1.8256,0.6744,0.1125,-0.4869,0.2741,-1.2193,0.0697,0.1892,1.5163,-2.0349,0.7582,-0.9478,-0.5711,-0.2573,2.4801,0.0216,0.1067,-0.6332,-2.8303,-1.1694,1.2193,-0.0,-0.1284,-0.0372
DR 58,0.0,0.3006,0.2137,1.166,-1.7189,0.5711,-0.6445,0.0,0.7582,1.4144,-2.1005,-0.826,-6.8176,0.9329,-0.0973,0.2985,-2.8427,0.09,1.1694,0.4869,0.5711,-3.1763,0.0697,0.7824,-1.5163,-1.5528,-1.8808,-0.1823,-2.8303,-0.2573,1.0148,-0.0216,-0.2517,1.051,0.0725,-1.1694,0.0973,-0.0,-0.0,0.0372
DR 35,-0.1801,0.3006,0.2137,-5.9251,-1.7189,-13.8033,-1.4144,-0.4869,-0.7582,0.1487,0.1568,0.826,2.3619,-0.4015,-1.6865,0.7527,0.5028,0.4334,0.5233,0.4869,0.2741,2.0781,-2.0175,0.1892,0.5028,0.789,-0.7582,-0.1823,0.2741,0.6445,0.4119,-0.1605,-1.0285,-0.6332,-0.0725,0.0321,0.5179,-0.4869,-0.0,0.0372
DR 7,2.3521,2.1166,-0.8059,-1.5359,1.2757,1.4537,0.6445,0.4869,0.1284,0.6445,0.3006,0.5655,7.765,-0.0,-2.8882,1.8256,2.2869,0.09,1.1694,0.4869,0.0725,1.6046,-0.0697,-0.1892,0.1823,0.5233,1.8808,0.1823,0.5711,-0.2573,0.6791,0.0216,0.2517,0.0877,0.5711,0.7545,0.5179,-0.0,0.9539,-1.3312
DR 39,-2.9753,-0.3006,0.0,22.9666,-0.5897,-2.8303,-0.6445,0.4869,-4.6069,-0.6445,-0.3006,0.826,1.0285,-1.2757,6.3191,-1.051,-0.7527,1.3391,-1.1694,0.0,-0.5711,0.373,12.8968,-0.7824,-0.5028,-0.5233,0.0,-0.5028,-0.5711,0.0216,-1.4144,-0.4015,2.9497,-0.3006,0.2741,-0.187,0.273,-0.0,0.1284,0.0372
