# signature_gene_contribution | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epi_64 | 04_3 - 04_7 signature interpretation
# CAVEAT: Cell type labels come from CellTypist (Cells_Adult_Breast.pkl, Kumar et al.
# CAVEAT: 2023), a NORMAL adult breast atlas with no malignant class: TNBC cells are assigned to the nearest normal state.
# CAVEAT: This subset therefore mixes normal and malignant epithelium and no CNV inference has been run.
# CAVEAT: Every state reported here is an EPITHELIAL state, not a tumour cell state.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
MP11_TRANSLATION_INITIATION,proteostasis,MYC,0.297135,0.335383,0.027478,0.032204,,15
MP11_TRANSLATION_INITIATION,proteostasis,CCDC85B,0.318051,0.310056,0.025403,0.028838,,16
MP11_TRANSLATION_INITIATION,proteostasis,FBL,0.383969,0.43728,0.035826,0.026356,,17
MP11_TRANSLATION_INITIATION,proteostasis,EIF2A,0.322712,0.304057,0.024911,0.023778,,18
MP11_TRANSLATION_INITIATION,proteostasis,PPP1R14B,0.276178,0.263573,0.021594,0.022037,,19
MP11_TRANSLATION_INITIATION,proteostasis,EIF2S3,0.329066,0.310454,0.025435,0.021817,,20
MP11_TRANSLATION_INITIATION,proteostasis,RGS10,0.295697,0.277774,0.022758,0.019579,,21
MP11_TRANSLATION_INITIATION,proteostasis,IGBP1,0.262181,0.221867,0.018177,0.018319,,22
MP11_TRANSLATION_INITIATION,proteostasis,NOB1,0.206419,0.161875,0.013262,0.017984,,23
MP11_TRANSLATION_INITIATION,proteostasis,SRM,0.210046,0.181262,0.014851,0.016221,,24
MP11_TRANSLATION_INITIATION,proteostasis,EPB41L4A-AS1,0.162303,0.133894,0.01097,0.015857,,25
MP11_TRANSLATION_INITIATION,proteostasis,LETMD1,0.176207,0.135226,0.011079,0.015434,,26
MP11_TRANSLATION_INITIATION,proteostasis,CCNG1,0.240472,0.215455,0.017652,0.015032,,27
MP11_TRANSLATION_INITIATION,proteostasis,ABHD14B,0.197848,0.160953,0.013187,0.014965,,28
MP11_TRANSLATION_INITIATION,proteostasis,CCNB1IP1,0.20122,0.157295,0.012887,0.014875,,29
MP11_TRANSLATION_INITIATION,proteostasis,PAICS,0.221773,0.184743,0.015136,0.013682,,30
MP11_TRANSLATION_INITIATION,proteostasis,NBEAL1,0.222821,0.179368,0.014696,0.01314,,31
MP11_TRANSLATION_INITIATION,proteostasis,OXA1L,0.219247,0.163066,0.01336,0.012819,,32
MP11_TRANSLATION_INITIATION,proteostasis,EXOSC5,0.193912,0.1477,0.012101,0.011573,,33
MP11_TRANSLATION_INITIATION,proteostasis,LTA4H,0.169557,0.128274,0.010509,0.011314,,34
MP11_TRANSLATION_INITIATION,proteostasis,MRPL45,0.154095,0.10796,0.008845,0.009364,,35
MP11_TRANSLATION_INITIATION,proteostasis,ZNF581,0.135127,0.088186,0.007225,0.008946,,36
MP11_TRANSLATION_INITIATION,proteostasis,LYRM4,0.15517,0.113357,0.009287,0.008709,,37
MP11_TRANSLATION_INITIATION,proteostasis,MRPL10,0.130533,0.087731,0.007188,0.007561,,38
MP11_TRANSLATION_INITIATION,proteostasis,NME1,0.124582,0.092722,0.007597,0.007199,,39
MP11_TRANSLATION_INITIATION,proteostasis,NOA1,0.106783,0.067986,0.00557,0.007099,,40
MP11_TRANSLATION_INITIATION,proteostasis,SLC27A5,0.132279,0.097429,0.007982,0.007048,,41
MP11_TRANSLATION_INITIATION,proteostasis,ZNF277,0.110517,0.072085,0.005906,0.006878,,42
MP11_TRANSLATION_INITIATION,proteostasis,TOP1MT,0.095754,0.061849,0.005067,0.004581,,43
MP11_TRANSLATION_INITIATION,proteostasis,HSD17B11,0.045486,0.032661,0.002676,0.000957,,44
MP11_TRANSLATION_INITIATION,proteostasis,SNHG19,0.018753,0.011998,0.000983,0.000804,,45
MP12_EMT_1,emt,VIM,0.586035,1.284394,0.085337,0.06405,,1
MP12_EMT_1,emt,LGALS1,0.555541,1.15629,0.076825,0.062684,,2
MP12_EMT_1,emt,TAGLN,0.245671,0.447465,0.02973,0.046683,,3
MP12_EMT_1,emt,MGP,0.861609,2.923956,0.194271,0.045621,,4
MP12_EMT_1,emt,TIMP1,0.487688,0.785651,0.0522,0.040628,,5
MP12_EMT_1,emt,FN1,0.207413,0.337602,0.022431,0.038588,,6
MP12_EMT_1,emt,SPARC,0.189909,0.279248,0.018554,0.036582,,7
MP12_EMT_1,emt,SERPING1,0.281834,0.458719,0.030478,0.036036,,8
MP12_EMT_1,emt,MYL9,0.249191,0.33953,0.022559,0.03493,,9
MP12_EMT_1,emt,CALD1,0.377628,0.49251,0.032723,0.034129,,10
MP12_EMT_1,emt,C1S,0.218616,0.334393,0.022217,0.030873,,11
MP12_EMT_1,emt,TPM1,0.613372,1.025662,0.068146,0.030658,,12
MP12_EMT_1,emt,TPM2,0.220376,0.291594,0.019374,0.030194,,13
MP12_EMT_1,emt,COL1A2,0.090998,0.145301,0.009654,0.026031,,14
MP12_EMT_1,emt,COL1A1,0.099233,0.153687,0.010211,0.025971,,15
MP12_EMT_1,emt,IGFBP7,0.150911,0.211594,0.014059,0.024379,,16
MP12_EMT_1,emt,ACTA2,0.132118,0.182277,0.012111,0.023745,,17
MP12_EMT_1,emt,NNMT,0.252697,0.307621,0.020439,0.021857,,18
MP12_EMT_1,emt,COL3A1,0.075268,0.120216,0.007987,0.020841,,19
MP12_EMT_1,emt,A2M,0.142677,0.171938,0.011424,0.020742,,20
MP12_EMT_1,emt,IGFBP4,0.38198,0.589656,0.039177,0.019617,,21
MP12_EMT_1,emt,DCN,0.080023,0.132566,0.008808,0.019457,,22
MP12_EMT_1,emt,BGN,0.118214,0.157789,0.010484,0.019172,,23
MP12_EMT_1,emt,LUM,0.074193,0.117908,0.007834,0.018759,,24
MP12_EMT_1,emt,COL6A2,0.144772,0.14418,0.009579,0.017068,,25
MP12_EMT_1,emt,TIMP3,0.109026,0.117041,0.007776,0.015013,,26
MP12_EMT_1,emt,COL6A1,0.126086,0.113812,0.007562,0.013815,,27
MP12_EMT_1,emt,POSTN,0.053788,0.073543,0.004886,0.013593,,28
MP12_EMT_1,emt,FBLN1,0.162209,0.153785,0.010218,0.013522,,29
MP12_EMT_1,emt,IGFBP5,0.198842,0.310055,0.0206,0.012817,,30
MP12_EMT_1,emt,SPARCL1,0.092919,0.117132,0.007782,0.012661,,31
MP12_EMT_1,emt,RARRES2,0.100697,0.112265,0.007459,0.012054,,32
MP12_EMT_1,emt,ID3,0.198103,0.223103,0.014823,0.011307,,33
MP12_EMT_1,emt,CAV1,0.098414,0.106989,0.007109,0.010991,,34
MP12_EMT_1,emt,C1R,0.115528,0.097818,0.006499,0.010047,,35
MP12_EMT_1,emt,COL4A2,0.100979,0.095985,0.006377,0.00986,,36
MP12_EMT_1,emt,FSTL1,0.110302,0.100823,0.006699,0.00953,,37
MP12_EMT_1,emt,CXCL12,0.049274,0.059934,0.003982,0.009273,,38
MP12_EMT_1,emt,PRSS23,0.159912,0.158572,0.010536,0.008809,,39
MP12_EMT_1,emt,CTSK,0.04699,0.056461,0.003751,0.008477,,40
MP12_EMT_1,emt,MMP2,0.049932,0.048946,0.003252,0.007916,,41
MP12_EMT_1,emt,TGFBI,0.078317,0.079414,0.005276,0.007712,,42
MP12_EMT_1,emt,COL6A3,0.058342,0.055555,0.003691,0.007421,,43
MP12_EMT_1,emt,COL4A1,0.055964,0.057316,0.003808,0.006889,,44
MP12_EMT_1,emt,CCDC80,0.035961,0.042344,0.002813,0.006533,,45
MP12_EMT_1,emt,TCF4,0.036673,0.036024,0.002394,0.003443,,46
MP12_EMT_1,emt,SNAI2,0.027713,0.021118,0.001403,0.002818,,47
MP12_EMT_1,emt,TSC22D3,0.223385,0.22111,0.014691,-0.003794,,48
MP13_EMT_2,emt,LGALS1,0.555541,1.15629,0.084225,0.091336,,1
MP13_EMT_2,emt,MMP7,0.23972,0.489348,0.035645,0.064451,,2
MP13_EMT_2,emt,VIM,0.586035,1.284394,0.093557,0.059402,,3
MP13_EMT_2,emt,KRT7,0.582905,1.069658,0.077915,0.057992,,4
MP13_EMT_2,emt,KRT17,0.283083,0.558486,0.040681,0.055181,,5
MP13_EMT_2,emt,FN1,0.207413,0.337602,0.024591,0.052263,,6
MP13_EMT_2,emt,TPM1,0.613372,1.025662,0.07471,0.04534,,7
MP13_EMT_2,emt,TNFRSF12A,0.35248,0.430203,0.031336,0.040556,,8
MP13_EMT_2,emt,MT2A,0.65926,1.26186,0.091915,0.038457,,9
MP13_EMT_2,emt,IL32,0.233742,0.357348,0.02603,0.037005,,10
MP13_EMT_2,emt,FLNA,0.279926,0.29654,0.0216,0.031888,,11
MP13_EMT_2,emt,CAVIN3,0.184267,0.20789,0.015143,0.031788,,12
MP13_EMT_2,emt,LAMB3,0.130936,0.145285,0.010583,0.030721,,13
MP13_EMT_2,emt,RBP1,0.413347,0.604297,0.044018,0.02775,,14
MP13_EMT_2,emt,CST6,0.102699,0.123762,0.009015,0.02699,,15
MP13_EMT_2,emt,ANXA3,0.238954,0.238196,0.01735,0.023821,,16
MP13_EMT_2,emt,CDKN1A,0.410889,0.597627,0.043532,0.021171,,17
MP13_EMT_2,emt,RHOD,0.288846,0.265012,0.019304,0.019269,,18
MP13_EMT_2,emt,PLAUR,0.135826,0.128778,0.00938,0.018655,,19
MP13_EMT_2,emt,ITGB1,0.427036,0.486936,0.035469,0.017603,,20
MP13_EMT_2,emt,TNC,0.127188,0.115674,0.008426,0.017005,,21
MP13_EMT_2,emt,S100A2,0.111551,0.130222,0.009486,0.016398,,22
MP13_EMT_2,emt,LAMC2,0.087546,0.072476,0.005279,0.01514,,23
MP13_EMT_2,emt,SERPINE2,0.121224,0.116177,0.008462,0.013003,,24
MP13_EMT_2,emt,TGM2,0.082683,0.074726,0.005443,0.012961,,25
MP13_EMT_2,emt,PMEPA1,0.173104,0.134349,0.009786,0.012565,,26
MP13_EMT_2,emt,TGFBI,0.078317,0.079414,0.005785,0.012498,,27
MP13_EMT_2,emt,IGFBP7,0.150911,0.211594,0.015413,0.011327,,28
MP13_EMT_2,emt,CAV1,0.098414,0.106989,0.007793,0.011043,,29
MP13_EMT_2,emt,ITGA6,0.182628,0.156229,0.01138,0.011016,,30
MP13_EMT_2,emt,EMP3,0.125925,0.13679,0.009964,0.009967,,31
MP13_EMT_2,emt,ITGB6,0.126866,0.101523,0.007395,0.009541,,32
MP13_EMT_2,emt,THBS1,0.167448,0.165949,0.012088,0.009125,,33
MP13_EMT_2,emt,PDLIM7,0.122809,0.093943,0.006843,0.008475,,34
MP13_EMT_2,emt,LAMA3,0.04609,0.031384,0.002286,0.004854,,35
MP13_EMT_2,emt,CDA,0.020929,0.019169,0.001396,0.00471,,36
MP13_EMT_2,emt,ITGA3,0.072339,0.047502,0.00346,0.004013,,37
MP13_EMT_2,emt,PRSS23,0.159912,0.158572,0.011551,0.003986,,38
MP13_EMT_2,emt,COL17A1,0.027122,0.02552,0.001859,0.003712,,39
MP13_EMT_2,emt,ITGAV,0.154418,0.113077,0.008237,0.003692,,40
MP13_EMT_2,emt,PLAU,0.0394,0.03321,0.002419,0.002982,,41
MP13_EMT_2,emt,DCBLD2,0.09746,0.063887,0.004654,0.002777,,42
MP13_EMT_2,emt,INHBA,0.029486,0.023723,0.001728,0.00275,,43
MP13_EMT_2,emt,F3,0.047689,0.034801,0.002535,0.002595,,44
MP13_EMT_2,emt,IGFBP6,0.02688,0.027728,0.00202,0.001784,,45
MP13_EMT_2,emt,PDPN,0.014293,0.012616,0.000919,0.001252,,46
MP13_EMT_2,emt,SERPINE1,0.01393,0.011046,0.000805,0.000979,,47
MP13_EMT_2,emt,FSTL3,0.031595,0.020037,0.001459,0.000726,,48
MP13_EMT_2,emt,C15orf48,0.168133,0.210602,0.01534,-0.000614,,49
MP13_EMT_2,emt,PTHLH,0.106165,0.13443,0.009792,-0.001901,,50
MP14_EMT_3,emt,S100A6,0.777649,2.11301,0.049286,0.056936,,1
MP14_EMT_3,emt,S100A10,0.755108,1.735684,0.040485,0.04896,,2
MP14_EMT_3,emt,S100A11,0.900095,2.519733,0.058773,0.045535,,3
MP14_EMT_3,emt,IFI27,0.416948,1.075672,0.02509,0.043707,,4
MP14_EMT_3,emt,ANXA2,0.722948,1.439775,0.033583,0.038862,,5
MP14_EMT_3,emt,ANXA1,0.365995,0.667426,0.015568,0.037687,,6
MP14_EMT_3,emt,LGALS1,0.555541,1.15629,0.02697,0.036779,,7
MP14_EMT_3,emt,KRT19,0.758131,1.827193,0.042619,0.033018,,8
MP14_EMT_3,emt,TAGLN2,0.728658,1.43623,0.0335,0.032864,,9
MP14_EMT_3,emt,S100A16,0.462339,0.753351,0.017572,0.032849,,10
MP14_EMT_3,emt,KRT7,0.582905,1.069658,0.02495,0.032803,,11
MP14_EMT_3,emt,S100A14,0.475665,0.816532,0.019046,0.03097,,12
MP14_EMT_3,emt,MMP7,0.23972,0.489348,0.011414,0.029568,,13
MP14_EMT_3,emt,LGALS3,0.567792,0.960818,0.022411,0.027669,,14
MP14_EMT_3,emt,SH3BGRL3,0.657286,1.159394,0.027043,0.026899,,15
MP14_EMT_3,emt,HSPB1,0.611128,1.104912,0.025772,0.026023,,16
MP14_EMT_3,emt,ISG15,0.323948,0.503351,0.011741,0.025359,,17
MP14_EMT_3,emt,MYL12A,0.660496,1.090655,0.02544,0.025217,,18
MP14_EMT_3,emt,CLIC1,0.677019,1.12461,0.026232,0.024181,,19
MP14_EMT_3,emt,LMNA,0.597668,0.932901,0.02176,0.021856,,20
MP14_EMT_3,emt,TM4SF1,0.650341,1.236864,0.02885,0.02031,,21
MP14_EMT_3,emt,PHLDA2,0.31484,0.3963,0.009244,0.019715,,22
MP14_EMT_3,emt,KRT8,0.651939,1.13047,0.026368,0.019573,,23
MP14_EMT_3,emt,TNFRSF12A,0.35248,0.430203,0.010034,0.019279,,24
MP14_EMT_3,emt,CD24,0.729249,1.486312,0.034668,0.019134,,25
MP14_EMT_3,emt,PLP2,0.370844,0.437917,0.010214,0.018384,,26
MP14_EMT_3,emt,IL32,0.233742,0.357348,0.008335,0.016851,,27
MP14_EMT_3,emt,TMSB4X,0.843635,2.066238,0.048195,0.01641,,28
MP14_EMT_3,emt,MDK,0.672251,1.30425,0.030422,0.01543,,29
MP14_EMT_3,emt,VIM,0.586035,1.284394,0.029959,0.014527,,30
MP14_EMT_3,emt,CRIP2,0.468331,0.633388,0.014774,0.014159,,31
MP14_EMT_3,emt,EZR,0.412636,0.465697,0.010862,0.013443,,32
MP14_EMT_3,emt,STMN1,0.521138,0.888916,0.020734,0.012351,,33
MP14_EMT_3,emt,CLDN4,0.58316,1.018464,0.023756,0.012126,,34
MP14_EMT_3,emt,KRT18,0.683373,1.304822,0.030435,0.011516,,35
MP14_EMT_3,emt,ANXA3,0.238954,0.238196,0.005556,0.011391,,36
MP14_EMT_3,emt,FXYD3,0.514125,0.777211,0.018128,0.011269,,37
MP14_EMT_3,emt,FLNA,0.279926,0.29654,0.006917,0.010901,,38
MP14_EMT_3,emt,S100P,0.131487,0.156499,0.00365,0.008515,,39
MP14_EMT_3,emt,KLF6,0.524335,0.828742,0.01933,0.007393,,40
MP14_EMT_3,emt,TUBA1A,0.373719,0.473769,0.011051,0.007146,,41
MP14_EMT_3,emt,RHOC,0.31754,0.292693,0.006827,0.005499,,42
MP14_EMT_3,emt,S100A4,0.238404,0.343722,0.008017,0.005248,,43
MP14_EMT_3,emt,EMP1,0.209105,0.194288,0.004532,0.004899,,44
MP14_EMT_3,emt,EMP3,0.125925,0.13679,0.003191,0.00252,,45
MP14_EMT_3,emt,MYADM,0.19993,0.165331,0.003856,0.002455,,46
MP14_EMT_3,emt,CRIP1,0.125563,0.119613,0.00279,0.001497,,47
MP14_EMT_3,emt,CKB,0.164143,0.188138,0.004388,0.000402,,48
MP14_EMT_3,emt,C19orf33,0.047017,0.039195,0.000914,0.00012,,49
MP14_EMT_3,emt,RAB11FIP1,0.212813,0.203578,0.004748,-0.00021,,50
MP15_EMT_4,emt,CD74,0.618275,1.511673,0.085954,0.114706,,1
MP15_EMT_4,emt,IFITM1,0.559678,1.172159,0.066649,0.08197,,2
MP15_EMT_4,emt,TIMP1,0.487688,0.785651,0.044672,0.052739,,3
MP15_EMT_4,emt,FTH1,0.982308,3.811056,0.216697,0.045689,,4
MP15_EMT_4,emt,LTF,0.18205,0.347176,0.01974,0.044315,,5
MP15_EMT_4,emt,C1S,0.218616,0.334393,0.019014,0.042781,,6
MP15_EMT_4,emt,PNRC1,0.5062,0.65897,0.037469,0.039504,,7
MP15_EMT_4,emt,EGR1,0.410217,0.610994,0.034741,0.03639,,8
MP15_EMT_4,emt,SFRP1,0.248156,0.312205,0.017752,0.034064,,9
MP15_EMT_4,emt,KRT15,0.207198,0.314732,0.017896,0.029052,,10
MP15_EMT_4,emt,SOX4,0.487057,0.691154,0.039299,0.027548,,11
MP15_EMT_4,emt,ASS1,0.316989,0.382103,0.021726,0.026714,,12
MP15_EMT_4,emt,CXCL14,0.093322,0.156478,0.008897,0.02644,,13
MP15_EMT_4,emt,GLUL,0.513212,0.65472,0.037227,0.025215,,14
MP15_EMT_4,emt,TSC22D1,0.463239,0.571836,0.032515,0.025095,,15
MP15_EMT_4,emt,SPARC,0.189909,0.279248,0.015878,0.024858,,16
MP15_EMT_4,emt,SOCS3,0.304308,0.377995,0.021493,0.024594,,17
MP15_EMT_4,emt,NFIB,0.275574,0.257727,0.014654,0.021182,,18
MP15_EMT_4,emt,SDCBP,0.367956,0.392742,0.022331,0.019921,,19
MP15_EMT_4,emt,CCL2,0.077699,0.113362,0.006446,0.018741,,20
MP15_EMT_4,emt,NCOA7,0.233796,0.222399,0.012646,0.018708,,21
MP15_EMT_4,emt,SELENOP,0.374095,0.527933,0.030018,0.018385,,22
MP15_EMT_4,emt,NINJ1,0.401539,0.447919,0.025469,0.017948,,23
MP15_EMT_4,emt,SERPINH1,0.294945,0.301245,0.017129,0.01673,,24
MP15_EMT_4,emt,C1R,0.115528,0.097818,0.005562,0.013511,,25
MP15_EMT_4,emt,DST,0.227979,0.219239,0.012466,0.013266,,26
MP15_EMT_4,emt,DCN,0.080023,0.132566,0.007538,0.012888,,27
MP15_EMT_4,emt,NTRK2,0.094397,0.082637,0.004699,0.012731,,28
MP15_EMT_4,emt,BCAM,0.333499,0.391119,0.022239,0.012684,,29
MP15_EMT_4,emt,IFIT3,0.089883,0.092529,0.005261,0.012455,,30
MP15_EMT_4,emt,SERPINE2,0.121224,0.116177,0.006606,0.011778,,31
MP15_EMT_4,emt,SERPINF1,0.066442,0.084117,0.004783,0.0108,,32
MP15_EMT_4,emt,CAV1,0.098414,0.106989,0.006083,0.009548,,33
MP15_EMT_4,emt,IGFBP5,0.198842,0.310055,0.01763,0.009064,,34
MP15_EMT_4,emt,TXNIP,0.209253,0.202555,0.011517,0.008295,,35
MP15_EMT_4,emt,ANTXR1,0.098521,0.070399,0.004003,0.007132,,36
MP15_EMT_4,emt,COL17A1,0.027122,0.02552,0.001451,0.00619,,37
MP15_EMT_4,emt,C12orf75,0.179417,0.147545,0.008389,0.005602,,38
MP15_EMT_4,emt,HTRA1,0.062976,0.05967,0.003393,0.005526,,39
MP15_EMT_4,emt,SESN3,0.098521,0.074525,0.004237,0.004644,,40
MP15_EMT_4,emt,SNAI2,0.027713,0.021118,0.001201,0.003509,,41
MP15_EMT_4,emt,THBS2,0.029191,0.023401,0.001331,0.002113,,42
MP15_EMT_4,emt,TP53AIP1,0.012695,0.008921,0.000507,0.001914,,43
MP15_EMT_4,emt,MOXD1,0.025779,0.021111,0.0012,0.001214,,44
MP15_EMT_4,emt,ASPN,0.008611,0.011191,0.000636,0.001097,,45
MP15_EMT_4,emt,HOPX,0.029057,0.026991,0.001535,0.000536,,46
MP15_EMT_4,emt,ALDH3A1,0.003735,0.001795,0.000102,0.000143,,47
MP15_EMT_4,emt,DAPL1,0.030091,0.023036,0.00131,4.7e-05,,48
MP15_EMT_4,emt,SLC47A2,0.000269,0.000147,8e-06,2.6e-05,,49
MP17_INTERFERON_MHC_II_1,immune,HLA-B,0.695652,1.659674,0.062482,0.04996,,1
MP17_INTERFERON_MHC_II_1,immune,CD74,0.618275,1.511673,0.05691,0.047831,,2
MP17_INTERFERON_MHC_II_1,immune,HLA-A,0.591838,1.193077,0.044916,0.043343,,3
MP17_INTERFERON_MHC_II_1,immune,IFI27,0.416948,1.075672,0.040496,0.039742,,4
