# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epi_64 | 04_3 - 04_7 signature interpretation
# CAVEAT: Cell type labels come from CellTypist (Cells_Adult_Breast.pkl, Kumar et al.
# CAVEAT: 2023), a NORMAL adult breast atlas with no malignant class: TNBC cells are assigned to the nearest normal state.
# CAVEAT: This subset therefore mixes normal and malignant epithelium and no CNV inference has been run.
# CAVEAT: Every state reported here is an EPITHELIAL state, not a tumour cell state.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 49+,DR 49,+,MP19_EPITHELIAL_SENESCENCE,0.146,MP19_EPITHELIAL_SENESCENCE,0.146,MP14_EMT_3,2.391,0.004064433291652128,False,True,False,False,senescence,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 49-,DR 49,-,MP25_ASTROCYTES,0.1651,MP25_ASTROCYTES,0.1651,MP12_EMT_1,10.0226,9.492923913840782e-11,False,True,False,False,neural,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 50+,DR 50,+,MP41_UNASSIGNED,0.0944,MP41_UNASSIGNED,0.0944,MP3_CELL_CYCLE_HMG_RICH,1.3519,0.04447336593897971,False,True,False,False,unassigned,cell_cycle,factor_only_candidate_patient_or_technical,False,"depth,cell_cycle"
DR 50-,DR 50,-,MP17_INTERFERON_MHC_II_1,0.1999,MP17_INTERFERON_MHC_II_1,0.1999,MP18_INTERFERON_MHC_II_2,8.1773,6.6481376047399925e-09,False,True,False,False,immune,immune,factor_only_candidate_patient_or_technical,False,none
DR 51+,DR 51,+,MP38_GLUTATHIONE,0.0703,MP38_GLUTATHIONE,0.0703,MP18_INTERFERON_MHC_II_2,4.1207,7.573558772744379e-05,False,True,False,False,detoxification,immune,factor_only_candidate_patient_or_technical,False,none
DR 51-,DR 51,-,MP5_STRESS,0.147,MP5_STRESS,0.147,MP14_EMT_3,6.865,1.3645831365889239e-07,False,True,False,False,stress,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 52+,DR 52,+,MP2_CELL_CYCLE_G1_S,0.1715,MP2_CELL_CYCLE_G1_S,0.1715,MP19_EPITHELIAL_SENESCENCE,1.7917,0.016154741014619032,False,True,False,False,cell_cycle,senescence,factor_only_candidate_patient_or_technical,True,none
DR 52-,DR 52,-,MP17_INTERFERON_MHC_II_1,0.2254,MP17_INTERFERON_MHC_II_1,0.2254,MP18_INTERFERON_MHC_II_2,6.4204,3.798393901545072e-07,True,True,False,True,immune,immune,convergent,True,none
DR 53+,DR 53,+,MP41_UNASSIGNED,0.2554,MP41_UNASSIGNED,0.2554,MP18_INTERFERON_MHC_II_2,5.5885,2.579288964427487e-06,True,True,False,False,unassigned,immune,both_routes_different_family,True,depth
DR 53-,DR 53,-,MP12_EMT_1,0.2587,MP12_EMT_1,0.2587,MP14_EMT_3,2.9832,0.0010394413751488006,True,True,False,True,emt,emt,convergent,True,mesenchymal_may_be_ambient_or_doublet
DR 54+,DR 54,+,MP41_UNASSIGNED,0.245,MP41_UNASSIGNED,0.245,MP17_INTERFERON_MHC_II_1,4.1207,7.573558772744379e-05,True,True,False,False,unassigned,immune,both_routes_different_family,True,depth
DR 54-,DR 54,-,MP2_CELL_CYCLE_G1_S,0.1982,MP2_CELL_CYCLE_G1_S,0.1982,MP14_EMT_3,4.3505,4.461696245809641e-05,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 55+,DR 55,+,MP41_UNASSIGNED,0.1016,MP41_UNASSIGNED,0.1016,MP19_EPITHELIAL_SENESCENCE,2.2803,0.005244450612819533,False,True,False,False,unassigned,senescence,factor_only_candidate_patient_or_technical,True,none
DR 55-,DR 55,-,MP22_SECRETED_1,0.1692,MP22_SECRETED_1,0.1692,MP18_INTERFERON_MHC_II_2,4.8328,1.4696028989796518e-05,False,True,False,False,secreted,immune,factor_only_candidate_patient_or_technical,True,none
DR 56+,DR 56,+,MP23_SECRETED_2,0.1484,MP23_SECRETED_2,0.1484,MP14_EMT_3,4.3505,4.461696245809641e-05,False,True,False,False,secreted,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,MP3_CELL_CYCLE_HMG_RICH,0.3138,MP3_CELL_CYCLE_HMG_RICH,0.3138,MP18_INTERFERON_MHC_II_2,3.4804,0.00033082627885569786,True,True,False,False,cell_cycle,immune,both_routes_different_family,True,"depth,cell_cycle"
DR 57+,DR 57,+,MP18_INTERFERON_MHC_II_2,0.2319,MP18_INTERFERON_MHC_II_2,0.2319,MP18_INTERFERON_MHC_II_2,5.5885,2.579288964427487e-06,True,True,True,True,immune,immune,convergent,True,none
DR 57-,DR 57,-,MP2_CELL_CYCLE_G1_S,0.1374,MP2_CELL_CYCLE_G1_S,0.1374,MP14_EMT_3,2.391,0.004064433291652128,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 58+,DR 58,+,MP10_PROTEIN_MATURATION,0.1744,MP10_PROTEIN_MATURATION,0.1744,MP11_TRANSLATION_INITIATION,1.4307,0.037093686741322816,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,True,none
DR 58-,DR 58,-,MP3_CELL_CYCLE_HMG_RICH,0.3557,MP3_CELL_CYCLE_HMG_RICH,0.3557,MP14_EMT_3,6.865,1.3645831365889239e-07,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,"depth,cell_cycle"
DR 59+,DR 59,+,MP14_EMT_3,0.2026,MP14_EMT_3,0.2026,MP19_EPITHELIAL_SENESCENCE,2.8646,0.001365840543072506,True,True,False,False,emt,senescence,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 59-,DR 59,-,MP5_STRESS,0.2501,MP5_STRESS,0.2501,MP18_INTERFERON_MHC_II_2,4.8328,1.4696028989796518e-05,True,True,False,False,stress,immune,both_routes_different_family,True,cell_cycle
DR 60+,DR 60,+,MP10_PROTEIN_MATURATION,0.1197,MP10_PROTEIN_MATURATION,0.1197,MP14_EMT_3,3.6277,0.00023566766563181302,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 60-,DR 60,-,MP5_STRESS,0.3427,MP5_STRESS,0.3427,MP11_TRANSLATION_INITIATION,1.4307,0.037093686741322816,True,True,False,False,stress,proteostasis,both_routes_different_family,True,cell_cycle
DR 61+,DR 61,+,MP5_STRESS,0.3131,MP5_STRESS,0.3131,MP14_EMT_3,3.6277,0.00023566766563181302,True,True,False,False,stress,emt,both_routes_different_family,True,cell_cycle
DR 61-,DR 61,-,MP3_CELL_CYCLE_HMG_RICH,0.1705,MP3_CELL_CYCLE_HMG_RICH,0.1705,MP17_INTERFERON_MHC_II_1,4.1207,7.573558772744379e-05,False,True,False,False,cell_cycle,immune,factor_only_candidate_patient_or_technical,True,none
DR 62+,DR 62,+,MP10_PROTEIN_MATURATION,0.3054,MP10_PROTEIN_MATURATION,0.3054,MP18_INTERFERON_MHC_II_2,6.4204,3.798393901545072e-07,True,True,False,False,proteostasis,immune,both_routes_different_family,True,depth
DR 62-,DR 62,-,MP2_CELL_CYCLE_G1_S,0.0651,MP2_CELL_CYCLE_G1_S,0.0651,MP25_ASTROCYTES,1.5791,0.02635724417972899,False,True,False,False,cell_cycle,neural,factor_only_candidate_patient_or_technical,True,lineage_control_claim_bounds_the_rest
DR 63+,DR 63,+,MP38_GLUTATHIONE,0.0912,MP38_GLUTATHIONE,0.0912,MP6_HYPOXIA,1.2986,0.05028054772806392,False,False,False,False,detoxification,stress,neither,False,none
DR 63-,DR 63,-,MP41_UNASSIGNED,0.1279,MP41_UNASSIGNED,0.1279,MP14_EMT_3,8.8117,1.5427657898057585e-09,False,True,False,False,unassigned,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 64+,DR 64,+,MP2_CELL_CYCLE_G1_S,0.1173,MP2_CELL_CYCLE_G1_S,0.1173,MP14_EMT_3,5.9697,1.0722597402590898e-06,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 64-,DR 64,-,MP14_EMT_3,0.245,MP14_EMT_3,0.245,MP38_GLUTATHIONE,0.9835,0.10387236024226217,True,False,False,False,emt,detoxification,cell_only_state_not_on_one_axis,True,mesenchymal_may_be_ambient_or_doublet
